Beat,Beat Time,True Label,Predicted Label,Filtered Label
0,0.37151927437641724,no_function,no_function,no_function
1,0.7894784580498866,no_function,no_function,no_function
2,1.207437641723356,no_function,no_function,no_function
3,1.6253968253968254,no_function,no_function,no_function
4,2.043356009070295,no_function,no_function,no_function
5,2.461315192743764,no_function,no_function,no_function
6,2.8792743764172335,no_function,no_function,no_function
7,3.297233560090703,no_function,no_function,no_function
8,3.7151927437641725,no_function,no_function,no_function
9,4.133151927437642,no_function,no_function,no_function
10,4.551111111111111,no_function,no_function,no_function
11,4.96907029478458,no_function,no_function,no_function
12,5.38702947845805,no_function,no_function,no_function
13,5.804988662131519,no_function,no_function,no_function
14,6.222947845804988,no_function,no_function,no_function
15,6.640907029478458,no_function,no_function,no_function
16,7.058866213151927,no_function,no_function,no_function
17,7.476825396825397,no_function,no_function,no_function
18,7.894784580498866,no_function,no_function,no_function
19,8.266303854875284,no_function,no_function,no_function
20,8.684263038548753,no_function,solo,no_function
21,9.102222222222222,no_function,chorus,no_function
22,9.520181405895691,no_function,solo,no_function
23,9.93814058956916,no_function,no_function,no_function
24,10.356099773242631,no_function,no_function,no_function
25,10.7740589569161,no_function,no_function,no_function
26,11.145578231292516,no_function,no_function,no_function
27,11.563537414965987,no_function,no_function,no_function
28,11.981496598639456,no_function,no_function,no_function
29,12.399455782312925,no_function,solo,solo
30,12.817414965986394,no_function,solo,solo
31,13.235374149659863,no_function,verse,verse
32,13.653333333333334,no_function,verse,verse
33,14.071292517006803,no_function,verse,verse
34,14.489251700680272,no_function,verse,verse
35,14.86077097505669,no_function,no_function,no_function
36,15.27873015873016,no_function,no_function,no_function
37,15.696689342403628,no_function,no_function,no_function
38,16.114648526077097,no_function,solo,no_function
39,16.532607709750568,no_function,no_function,no_function
40,16.950566893424035,no_function,no_function,no_function
41,17.41496598639456,no_function,no_function,no_function
42,17.87936507936508,no_function,chorus,no_function
43,18.297324263038547,no_function,chorus,no_function
44,18.715283446712018,no_function,chorus,no_function
45,19.13324263038549,no_function,no_function,no_function
46,19.551201814058956,no_function,no_function,no_function
47,19.922721088435374,no_function,no_function,no_function
48,20.340680272108845,no_function,no_function,no_function
49,20.758639455782312,no_function,no_function,no_function
50,21.176598639455783,no_function,verse,no_function
51,21.59455782312925,no_function,no_function,no_function
52,22.01251700680272,no_function,no_function,no_function
53,22.430476190476192,no_function,no_function,no_function
54,22.84843537414966,no_function,no_function,no_function
55,23.219954648526077,no_function,no_function,no_function
56,23.637913832199548,no_function,no_function,no_function
57,24.055873015873015,no_function,no_function,no_function
58,24.473832199546486,no_function,no_function,no_function
59,24.891791383219953,no_function,no_function,no_function
60,25.356190476190477,no_function,no_function,no_function
61,25.774149659863944,no_function,no_function,no_function
62,26.192108843537415,no_function,no_function,no_function
63,26.610068027210886,no_function,no_function,no_function
64,27.028027210884353,no_function,solo,no_function
65,27.445986394557824,no_function,no_function,no_function
66,27.86394557823129,no_function,solo,no_function
67,28.281904761904762,no_function,no_function,no_function
