Beat,Beat Time,True Label,Predicted Label,Filtered Label
0,0.46439909297052157,no_function,no_function,no_function
1,1.0216780045351475,no_function,no_function,no_function
2,1.5789569160997732,no_function,no_function,no_function
3,2.182675736961451,no_function,no_function,no_function
4,2.8328344671201813,no_function,intro,intro
5,3.436553287981859,intro,intro,intro
6,4.040272108843538,intro,intro,intro
7,4.6439909297052155,intro,intro,intro
8,5.2477097505668935,intro,intro,intro
9,5.851428571428571,intro,intro,intro
10,6.455147392290249,intro,intro,intro
11,7.058866213151927,intro,intro,intro
12,7.662585034013605,intro,intro,intro
13,8.219863945578231,intro,intro,intro
14,8.823582766439909,intro,intro,intro
15,9.380861678004536,intro,intro,intro
16,9.984580498866213,intro,intro,intro
17,10.588299319727891,intro,intro,intro
18,11.19201814058957,intro,intro,intro
19,11.749297052154194,intro,intro,intro
20,12.353015873015874,intro,intro,intro
21,12.956734693877552,intro,intro,intro
22,13.514013605442177,intro,intro,intro
23,14.117732426303855,intro,intro,intro
24,14.721451247165533,intro,intro,intro
25,15.27873015873016,intro,intro,intro
26,15.882448979591837,intro,intro,intro
27,16.439727891156462,intro,intro,intro
28,17.04344671201814,intro,intro,intro
29,17.600725623582765,intro,intro,intro
30,18.15800453514739,intro,intro,intro
31,18.76172335600907,intro,intro,intro
32,19.319002267573698,intro,intro,intro
33,19.87628117913832,intro,intro,intro
34,20.433560090702947,intro,intro,intro
35,20.990839002267574,intro,verse,intro
36,21.59455782312925,intro,intro,intro
37,22.19827664399093,intro,intro,intro
38,22.755555555555556,intro,intro,intro
39,23.312834467120183,intro,intro,intro
40,23.91655328798186,intro,intro,intro
41,24.473832199546486,intro,intro,intro
42,25.031111111111112,intro,intro,intro
43,25.63482993197279,intro,intro,intro
44,26.192108843537415,intro,intro,intro
45,26.79582766439909,intro,intro,intro
46,27.353106575963718,intro,intro,intro
47,27.910385487528345,intro,intro,intro
48,28.46766439909297,intro,intro,intro
49,29.024943310657598,intro,verse,intro
50,29.58222222222222,intro,verse,intro
51,30.139501133786847,intro,intro,intro
52,30.743219954648527,intro,intro,intro
53,31.30049886621315,intro,intro,intro
54,31.857777777777777,intro,verse,intro
55,32.41505668934241,intro,intro,intro
56,33.01877551020408,intro,intro,intro
57,33.57605442176871,intro,intro,intro
58,34.13333333333333,intro,intro,intro
59,34.690612244897956,intro,intro,intro
60,35.294331065759636,intro,intro,intro
61,35.851609977324266,intro,intro,intro
62,36.40888888888889,intro,intro,intro
63,36.96616780045351,intro,intro,intro
64,37.56988662131519,intro,verse,intro
65,38.17360544217687,intro,intro,intro
66,38.730884353741494,intro,intro,intro
67,39.334603174603174,intro,intro,intro
68,39.938321995464854,intro,intro,intro
69,40.542040816326534,intro,intro,intro
70,41.145759637188206,intro,intro,intro
71,41.703038548752836,intro,intro,intro
72,42.30675736961451,verse,intro,intro
73,42.86403628117914,verse,verse,verse
74,43.42131519274376,verse,verse,verse
75,43.932154195011336,verse,verse,verse
76,44.535873015873015,verse,verse,verse
77,45.09315192743764,verse,verse,verse
78,45.65043083900227,verse,verse,verse
79,46.20770975056689,verse,verse,verse
80,46.81142857142857,verse,verse,verse
81,47.368707482993194,verse,verse,verse
82,47.925986394557825,verse,verse,verse
83,48.48326530612245,verse,verse,verse
84,49.04054421768708,verse,no_function,verse
85,49.5978231292517,verse,no_function,verse
86,50.155102040816324,verse,solo,verse
87,50.712380952380954,verse,verse,verse
88,51.26965986394558,verse,verse,verse
89,51.82693877551021,verse,verse,verse
