Beat,Beat Time,True Label,Predicted Label,Filtered Label
0,0.37151927437641724,silence,silence,silence
1,0.8359183673469388,intro,intro,intro
2,1.3003174603174603,intro,intro,intro
3,1.811156462585034,intro,intro,intro
4,2.3219954648526078,intro,intro,intro
5,2.786394557823129,intro,intro,intro
6,3.297233560090703,intro,intro,intro
7,3.8080725623582765,intro,intro,intro
8,4.31891156462585,intro,intro,intro
9,4.829750566893424,intro,intro,intro
10,5.340589569160998,intro,intro,intro
11,5.851428571428571,intro,intro,intro
12,6.362267573696145,intro,intro,intro
13,6.919546485260771,intro,solo,intro
14,7.430385487528345,intro,intro,intro
15,7.894784580498866,intro,intro,intro
16,8.40562358276644,intro,intro,intro
17,8.870022675736962,intro,intro,intro
18,9.334421768707482,intro,intro,intro
19,9.845260770975056,intro,intro,intro
20,10.356099773242631,intro,intro,intro
21,10.866938775510205,intro,intro,intro
22,11.331337868480725,intro,intro,intro
23,11.842176870748299,intro,intro,intro
24,12.30657596371882,intro,solo,intro
25,12.770975056689343,intro,intro,intro
26,13.281814058956916,intro,intro,intro
27,13.746213151927437,intro,intro,intro
28,14.257052154195012,intro,intro,intro
29,14.767891156462586,intro,intro,intro
30,15.232290249433106,intro,intro,intro
31,15.696689342403628,intro,intro,intro
32,16.16108843537415,intro,intro,intro
33,16.671927437641724,intro,chorus,intro
34,17.182766439909297,intro,chorus,intro
35,17.69360544217687,intro,intro,intro
36,18.15800453514739,intro,intro,intro
37,18.668843537414965,intro,intro,intro
38,19.13324263038549,intro,intro,intro
39,19.644081632653062,intro,intro,intro
40,20.108480725623583,intro,intro,intro
41,20.619319727891156,intro,intro,intro
42,21.083718820861677,intro,intro,intro
43,21.59455782312925,intro,intro,intro
44,22.058956916099774,intro,intro,intro
45,22.569795918367348,intro,verse,intro
46,23.034195011337868,intro,intro,intro
47,23.54503401360544,intro,intro,intro
48,24.055873015873015,intro,intro,intro
49,24.56671201814059,intro,intro,intro
50,25.031111111111112,intro,intro,intro
51,25.541950113378686,intro,intro,intro
52,26.006349206349206,intro,intro,intro
53,26.51718820861678,intro,intro,intro
54,26.9815873015873,intro,intro,intro
55,27.492426303854874,intro,intro,intro
56,28.003265306122447,intro,intro,intro
57,28.514104308390024,intro,intro,intro
58,28.978503401360545,intro,intro,intro
59,29.489342403628118,intro,intro,intro
60,29.95374149659864,intro,intro,intro
61,30.464580498866212,intro,intro,intro
62,30.928979591836736,intro,intro,intro
63,31.43981859410431,intro,intro,intro
64,31.950657596371883,intro,intro,intro
65,32.46149659863946,solo,verse,verse
66,32.92589569160998,solo,solo,solo
67,33.436734693877554,solo,solo,solo
68,33.94757369614513,solo,solo,solo
69,34.411972789115644,solo,solo,solo
70,34.87637188208617,solo,solo,solo
71,35.38721088435374,solo,solo,solo
72,35.898049886621315,solo,solo,solo
73,36.40888888888889,solo,solo,solo
74,36.87328798185941,solo,solo,solo
75,37.384126984126986,solo,solo,solo
76,37.8485260770975,solo,chorus,solo
77,38.35936507936508,solo,solo,solo
78,38.8237641723356,solo,solo,solo
79,39.334603174603174,solo,solo,solo
80,39.7990022675737,solo,solo,solo
81,40.30984126984127,solo,solo,solo
82,40.77424036281179,solo,solo,solo
83,41.28507936507936,solo,solo,solo
84,41.795918367346935,solo,solo,solo
85,42.30675736961451,solo,solo,solo
86,42.77115646258503,solo,solo,solo
87,43.281995464852606,solo,solo,solo
88,43.74639455782313,solo,solo,solo
89,44.257233560090704,solo,solo,solo
90,44.72163265306123,solo,solo,solo
91,45.27891156462585,solo,solo,solo
92,45.743310657596375,solo,solo,solo
93,46.25414965986395,solo,solo,solo
94,46.76498866213152,solo,solo,solo
95,47.22938775510204,solo,solo,solo
96,47.74022675736961,solo,solo,solo
97,48.251065759637186,solo,solo,solo
98,48.76190476190476,solo,solo,solo
99,49.22630385487528,solo,solo,solo
100,49.73714285714286,solo,solo,solo
101,50.29442176870748,solo,solo,solo
102,50.758820861678004,solo,solo,solo
103,51.26965986394558,solo,solo,solo
104,51.78049886621315,solo,solo,solo
105,52.291337868480724,solo,solo,solo
106,52.75573696145125,solo,solo,solo
107,53.26657596371882,solo,solo,solo
108,53.730975056689346,solo,solo,solo
109,54.24181405895692,solo,solo,solo
110,54.706213151927436,solo,solo,solo
111,55.21705215419501,solo,solo,solo
112,55.72789115646258,solo,solo,solo
113,56.23873015873016,solo,solo,solo
114,56.74956916099773,solo,solo,solo
115,57.2604081632653,solo,solo,solo
116,57.77124716553288,solo,solo,solo
117,58.28208616780045,solo,solo,solo
118,58.746485260770974,solo,solo,solo
119,59.25732426303855,solo,solo,solo
120,59.76816326530612,solo,solo,solo
121,60.279002267573695,solo,solo,solo
122,60.74340136054422,solo,solo,solo
123,61.25424036281179,solo,solo,solo
124,61.718639455782316,solo,solo,solo
125,62.18303854875283,solo,solo,solo
126,62.69387755102041,solo,solo,solo
127,63.15827664399093,solo,solo,solo
128,63.669115646258504,solo,solo,solo
129,64.22639455782313,solo,solo,solo
130,64.7372335600907,solo,solo,solo
131,65.24807256235827,solo,solo,solo
132,65.7124716553288,solo,solo,solo
133,66.17687074829932,solo,solo,solo
134,66.6877097505669,solo,solo,solo
135,67.19854875283447,solo,solo,solo
136,67.70938775510204,solo,solo,solo
137,68.22022675736962,solo,solo,solo
138,68.73106575963719,solo,solo,solo
139,69.19546485260771,solo,solo,solo
140,69.70630385487529,solo,solo,solo
141,70.21714285714286,solo,solo,solo
142,70.68154195011338,solo,solo,solo
143,71.1459410430839,solo,solo,solo
144,71.61034013605442,solo,solo,solo
145,72.07473922902494,solo,solo,solo
146,72.58557823129252,solo,solo,solo
147,73.09641723356009,solo,solo,solo
148,73.60725623582766,solo,solo,solo
149,74.11809523809524,solo,solo,solo
150,74.58249433106576,solo,interlude,solo
151,75.09333333333333,solo,solo,solo
152,75.55773242630386,solo,solo,solo
153,76.06857142857143,solo,solo,solo
154,76.579410430839,solo,interlude,solo
155,77.09024943310658,solo,interlude,solo
156,77.5546485260771,solo,intro,solo
157,78.01904761904763,solo,solo,solo
158,78.48344671201814,solo,solo,solo
159,78.94784580498866,solo,solo,solo
160,79.45868480725623,solo,solo,solo
161,79.9695238095238,solo,solo,solo
162,80.43392290249433,solo,solo,solo
163,80.9447619047619,solo,solo,solo
164,81.45560090702948,solo,solo,solo
165,81.92,solo,solo,solo
166,82.43083900226758,solo,solo,solo
167,82.94167800453515,solo,solo,solo
168,83.40607709750567,solo,solo,solo
169,83.91691609977325,solo,solo,solo
170,84.42775510204082,solo,solo,solo
171,84.89215419501134,solo,solo,solo
