Beat,Beat Time,True Label,Predicted Label,Filtered Label
0,5.897868480725624,silence,silence,silence
1,6.501587301587302,silence,silence,silence
2,7.151746031746032,silence,silence,silence
3,7.801904761904762,silence,silence,silence
4,8.452063492063493,silence,silence,silence
5,9.009342403628118,silence,silence,silence
6,9.566621315192744,silence,silence,silence
7,10.12390022675737,silence,silence,silence
8,10.681179138321996,silence,silence,silence
9,11.284897959183674,silence,silence,silence
10,11.888616780045352,silence,intro,intro
11,12.49233560090703,silence,intro,intro
12,13.096054421768708,intro,intro,intro
13,13.746213151927437,intro,intro,intro
14,14.349931972789115,intro,intro,intro
15,14.953650793650795,intro,intro,intro
16,15.557369614512472,intro,intro,intro
17,16.16108843537415,intro,intro,intro
18,16.81124716553288,intro,intro,intro
19,17.41496598639456,intro,intro,intro
20,18.018684807256236,intro,intro,intro
21,18.668843537414965,intro,intro,intro
22,19.272562358276645,intro,intro,intro
23,19.87628117913832,intro,intro,intro
24,20.526439909297054,intro,intro,intro
25,21.13015873015873,intro,intro,intro
26,21.73387755102041,intro,intro,intro
27,22.38403628117914,intro,intro,intro
28,22.987755102040815,intro,intro,intro
29,23.591473922902495,intro,intro,intro
30,24.241632653061224,intro,intro,intro
31,24.845351473922904,intro,intro,intro
32,25.44907029478458,intro,intro,intro
33,26.05278911564626,intro,intro,intro
34,26.656507936507936,intro,intro,intro
35,27.30666666666667,intro,intro,intro
36,27.910385487528345,intro,intro,intro
37,28.514104308390024,intro,intro,intro
38,29.1178231292517,intro,intro,intro
39,29.76798185941043,intro,intro,intro
40,30.37170068027211,intro,intro,intro
41,30.975419501133786,intro,intro,intro
42,31.579138321995465,intro,intro,intro
43,32.229297052154195,intro,intro,intro
44,32.833015873015874,intro,intro,intro
45,33.436734693877554,intro,intro,intro
46,34.04045351473923,intro,intro,intro
47,34.690612244897956,intro,intro,intro
48,35.294331065759636,intro,intro,intro
49,35.898049886621315,intro,intro,intro
50,36.548208616780045,intro,intro,intro
51,37.151927437641724,intro,intro,intro
52,37.755646258503404,intro,intro,intro
53,38.40580498866213,intro,intro,intro
54,39.00952380952381,intro,intro,intro
55,39.613242630385486,intro,intro,intro
56,40.263401360544215,intro,intro,intro
57,40.867120181405895,intro,intro,intro
58,41.517278911564624,intro,intro,intro
59,42.120997732426304,intro,verse,intro
60,42.72471655328798,intro,intro,intro
61,43.37487528344671,intro,intro,intro
62,43.97859410430839,intro,intro,intro
63,44.62875283446712,intro,intro,intro
64,45.2324716553288,intro,intro,intro
65,45.836190476190474,intro,intro,intro
66,46.439909297052154,intro,intro,intro
67,47.04362811791383,intro,intro,intro
68,47.69378684807256,intro,intro,intro
69,48.29750566893424,intro,intro,intro
70,48.854784580498865,intro,intro,intro
71,49.412063492063496,intro,intro,intro
72,49.96934240362812,intro,intro,intro
73,50.5730612244898,intro,intro,intro
74,51.22321995464853,intro,intro,intro
75,51.82693877551021,intro,intro,intro
76,52.47709750566894,intro,intro,intro
77,53.127256235827666,intro,intro,intro
78,53.777414965986395,intro,intro,intro
79,54.427573696145124,intro,intro,intro
80,55.077732426303854,intro,intro,intro
81,55.68145124716553,intro,intro,intro
82,56.33160997732426,intro,intro,intro
83,56.98176870748299,intro,intro,intro
84,57.63192743764172,intro,intro,intro
85,58.2356462585034,intro,intro,intro
86,58.88580498866213,intro,intro,intro
87,59.53596371882086,intro,intro,intro
88,60.18612244897959,intro,intro,intro
89,60.836281179138325,intro,intro,intro
90,61.486439909297054,intro,intro,intro
91,62.09015873015873,intro,intro,intro
92,62.74031746031746,intro,intro,intro
93,63.39047619047619,intro,intro,intro
94,64.04063492063491,intro,intro,intro
95,64.6443537414966,intro,intro,intro
96,65.29451247165532,intro,intro,intro
97,65.94467120181406,intro,intro,intro
98,66.59482993197278,intro,intro,intro
99,67.24498866213152,intro,intro,intro
100,67.84870748299319,intro,intro,intro
101,68.49886621315193,intro,intro,intro
102,69.14902494331066,intro,intro,intro
103,69.79918367346939,intro,intro,intro
104,70.44934240362812,intro,intro,intro
105,71.09950113378684,intro,intro,intro
106,71.74965986394558,intro,intro,intro
107,72.3998185941043,intro,intro,intro
108,73.04997732426304,intro,intro,intro
109,73.65369614512471,intro,intro,intro
110,74.30385487528345,intro,intro,intro
111,74.95401360544217,intro,intro,intro
112,75.60417233560091,intro,intro,intro
113,76.25433106575964,intro,intro,intro
114,76.90448979591837,intro,intro,intro
115,77.5546485260771,intro,intro,intro
116,78.20480725623582,intro,intro,intro
117,78.80852607709751,intro,intro,intro
118,79.45868480725623,intro,intro,intro
119,80.10884353741497,intro,intro,intro
120,80.75900226757369,intro,intro,intro
121,81.45560090702948,intro,intro,intro
122,82.10575963718821,intro,intro,intro
123,82.75591836734694,intro,intro,intro
124,83.35963718820862,intro,intro,intro
125,84.00979591836735,intro,intro,intro
126,84.65995464852608,intro,verse,intro
127,85.3101133786848,intro,intro,intro
128,85.96027210884354,intro,intro,intro
129,86.61043083900226,intro,intro,intro
130,87.260589569161,intro,intro,intro
131,87.86430839002267,intro,verse,intro
132,88.46802721088436,intro,verse,intro
133,89.11818594104308,intro,intro,intro
134,89.76834467120182,intro,verse,intro
135,90.41850340136054,intro,intro,intro
136,91.06866213151928,intro,intro,intro
137,91.71882086167801,intro,intro,intro
138,92.36897959183673,intro,intro,intro
139,93.01913832199547,intro,verse,intro
140,93.66929705215419,intro,verse,intro
141,94.31945578231293,intro,verse,intro
142,94.96961451247165,intro,intro,intro
143,95.57333333333334,intro,intro,intro
144,96.22349206349206,intro,intro,intro
145,96.8736507936508,intro,intro,intro
146,97.52380952380952,intro,intro,intro
147,98.17396825396825,intro,intro,intro
148,98.77768707482993,intro,intro,intro
149,99.42784580498866,intro,intro,intro
150,100.07800453514739,intro,intro,intro
151,100.72816326530612,intro,intro,intro
152,101.37832199546486,intro,intro,intro
153,102.02848072562358,intro,intro,intro
154,102.67863945578232,intro,intro,intro
155,103.28235827664399,intro,intro,intro
156,103.93251700680273,intro,intro,intro
157,104.58267573696145,intro,verse,intro
158,105.23283446712018,intro,verse,intro
159,105.8829931972789,intro,intro,intro
160,106.53315192743764,intro,intro,intro
161,107.18331065759637,intro,intro,intro
162,107.78702947845805,intro,intro,intro
163,108.43718820861677,intro,intro,intro
164,109.08734693877551,intro,chorus,intro
165,109.73750566893425,intro,intro,intro
166,110.34122448979592,intro,intro,intro
167,110.99138321995464,intro,chorus,intro
168,111.59510204081633,intro,intro,intro
169,112.24526077097505,intro,intro,intro
170,112.84897959183674,intro,intro,intro
171,113.49913832199546,intro,intro,intro
172,114.1492970521542,intro,intro,intro
173,114.75301587301587,intro,intro,intro
174,115.4031746031746,intro,intro,intro
175,116.00689342403628,intro,intro,intro
176,116.61061224489796,intro,intro,intro
177,117.26077097505669,intro,intro,intro
178,117.91092970521542,intro,intro,intro
179,118.5146485260771,intro,intro,intro
180,119.11836734693877,intro,intro,intro
181,119.7685260770975,intro,intro,intro
182,120.37224489795918,intro,intro,intro
183,121.02240362811791,intro,intro,intro
184,121.62612244897959,intro,intro,intro
185,122.27628117913832,intro,intro,intro
186,122.88,intro,verse,intro
187,123.53015873015873,intro,intro,intro
188,124.1338775510204,intro,intro,intro
189,124.78403628117914,intro,intro,intro
190,125.43419501133786,intro,intro,intro
191,126.0843537414966,intro,intro,intro
192,126.73451247165534,intro,verse,verse
193,127.38467120181406,intro,verse,verse
194,128.03482993197278,intro,verse,verse
195,128.63854875283448,intro,verse,verse
196,129.24226757369615,intro,verse,verse
197,129.89242630385488,intro,verse,verse
198,130.5425850340136,intro,verse,verse
199,131.19274376417235,intro,solo,verse
200,131.84290249433107,intro,verse,verse
201,132.44662131519274,intro,verse,verse
202,133.05034013605442,intro,verse,verse
203,133.70049886621314,intro,chorus,chorus
204,134.3506575963719,intro,intro,intro
205,134.95437641723356,intro,intro,intro
206,135.60453514739228,intro,intro,intro
207,136.25469387755103,intro,intro,intro
208,136.90485260770976,intro,intro,intro
209,137.55501133786848,intro,intro,intro
210,138.15873015873015,intro,intro,intro
211,138.8088888888889,verse,verse,verse
212,139.45904761904762,verse,verse,verse
213,140.0627664399093,verse,verse,verse
214,140.71292517006802,verse,verse,verse
215,141.3166439909297,verse,verse,verse
216,141.96680272108844,verse,verse,verse
217,142.57052154195011,verse,verse,verse
218,143.22068027210884,verse,verse,verse
219,143.8243990929705,verse,verse,verse
220,144.47455782312926,verse,verse,verse
221,145.17115646258503,verse,verse,verse
222,145.82131519274375,verse,verse,verse
223,146.4714739229025,verse,verse,verse
224,147.12163265306123,verse,verse,verse
225,147.77179138321995,verse,verse,verse
226,148.42195011337867,verse,verse,verse
227,149.07210884353742,verse,verse,verse
