Beat,Beat Time,True Label,Predicted Label,Filtered Label
0,0.09287981859410431,no_function,no_function,no_function
1,0.5572789115646258,no_function,no_function,no_function
2,1.0216780045351475,no_function,no_function,no_function
3,1.486077097505669,no_function,no_function,no_function
4,1.9504761904761905,no_function,no_function,no_function
5,2.414875283446712,no_function,no_function,no_function
6,2.8792743764172335,no_function,no_function,no_function
7,3.3436734693877552,no_function,no_function,no_function
8,3.8080725623582765,no_function,chorus,chorus
9,4.272471655328798,no_function,chorus,chorus
10,4.690430839002268,no_function,chorus,chorus
11,5.154829931972789,no_function,verse,chorus
12,5.61922902494331,no_function,verse,chorus
13,6.0836281179138325,no_function,no_function,chorus
14,6.548027210884354,no_function,chorus,chorus
15,7.012426303854875,no_function,no_function,no_function
16,7.476825396825397,no_function,no_function,no_function
17,7.987664399092971,no_function,no_function,no_function
18,8.452063492063493,no_function,no_function,no_function
19,8.916462585034013,no_function,no_function,no_function
20,9.380861678004536,no_function,no_function,no_function
21,9.845260770975056,no_function,no_function,no_function
22,10.309659863945578,no_function,intro,no_function
23,10.7740589569161,no_function,no_function,no_function
24,11.23845804988662,no_function,no_function,no_function
25,11.749297052154194,no_function,chorus,no_function
26,12.213696145124716,no_function,chorus,no_function
27,12.678095238095239,no_function,no_function,no_function
28,13.142494331065759,no_function,no_function,no_function
29,13.606893424036281,no_function,no_function,no_function
30,14.071292517006803,no_function,no_function,no_function
31,14.535691609977324,no_function,no_function,no_function
32,14.953650793650795,solo,solo,solo
33,15.371609977324264,solo,solo,solo
34,15.836009070294784,solo,solo,solo
35,16.300408163265306,solo,solo,solo
36,16.764807256235827,solo,solo,solo
37,17.22920634920635,solo,solo,solo
38,17.69360544217687,solo,solo,solo
39,18.15800453514739,solo,solo,solo
40,18.622403628117915,solo,solo,solo
41,19.086802721088436,solo,solo,solo
42,19.551201814058956,solo,solo,solo
43,20.01560090702948,solo,solo,solo
44,20.433560090702947,solo,solo,solo
45,20.897959183673468,solo,solo,solo
46,21.36235827664399,solo,solo,solo
47,21.873197278911565,solo,solo,solo
48,22.337596371882086,solo,verse,solo
49,22.801995464852606,solo,solo,solo
50,23.26639455782313,solo,solo,solo
51,23.73079365079365,solo,solo,solo
52,24.14875283446712,solo,solo,solo
53,24.61315192743764,solo,solo,solo
54,25.077551020408162,solo,solo,solo
55,25.541950113378686,solo,solo,solo
56,26.006349206349206,solo,solo,solo
57,26.470748299319727,solo,solo,solo
58,26.93514739229025,solo,solo,solo
59,27.39954648526077,solo,solo,solo
60,27.86394557823129,solo,solo,solo
61,28.281904761904762,solo,solo,solo
62,28.746303854875283,solo,solo,solo
63,29.210702947845807,solo,intro,solo
64,29.675102040816327,solo,solo,solo
65,30.139501133786847,solo,solo,solo
66,30.603900226757368,solo,solo,solo
67,31.068299319727892,solo,solo,solo
68,31.532698412698412,solo,solo,solo
69,31.997097505668933,solo,solo,solo
70,32.46149659863946,solo,verse,solo
71,32.92589569160998,solo,verse,solo
72,33.3902947845805,solo,verse,solo
73,33.85469387755102,solo,solo,solo
74,34.319092970521545,solo,verse,solo
75,34.78349206349206,solo,verse,solo
76,35.247891156462586,solo,verse,solo
77,35.71229024943311,solo,solo,solo
78,36.17668934240363,solo,chorus,solo
79,36.64108843537415,solo,verse,solo
80,37.10548752834467,solo,verse,solo
81,37.56988662131519,solo,intro,solo
82,38.034285714285716,solo,solo,solo
83,38.49868480725623,solo,verse,verse
84,38.963083900226756,solo,verse,verse
85,39.42748299319728,solo,verse,verse
86,39.8918820861678,solo,verse,verse
87,40.35628117913832,solo,verse,verse
88,40.820680272108845,solo,solo,verse
89,41.28507936507936,solo,solo,verse
90,41.749478458049886,solo,solo,verse
91,42.21387755102041,solo,verse,verse
92,42.63183673469388,solo,solo,verse
93,43.0962358276644,solo,solo,verse
94,43.56063492063492,solo,solo,verse
95,44.02503401360544,solo,verse,verse
96,44.489433106575966,solo,verse,verse
97,44.90739229024943,solo,solo,solo
98,45.37179138321996,solo,solo,solo
99,45.836190476190474,solo,solo,solo
100,46.300589569161,solo,solo,solo
101,46.76498866213152,solo,solo,solo
102,47.22938775510204,solo,solo,solo
103,47.69378684807256,solo,solo,solo
104,48.15818594104309,solo,solo,solo
105,48.6225850340136,solo,solo,solo
106,49.08698412698413,solo,solo,solo
107,49.55138321995465,solo,solo,solo
108,50.01578231292517,solo,solo,solo
109,50.48018140589569,solo,solo,solo
110,50.944580498866216,solo,solo,solo
111,51.40897959183673,solo,solo,solo
112,51.87337868480726,solo,solo,solo
113,52.33777777777778,solo,solo,solo
114,52.8021768707483,solo,solo,solo
115,53.26657596371882,solo,solo,solo
116,53.730975056689346,solo,solo,solo
117,54.19537414965986,solo,solo,solo
118,54.659773242630386,solo,solo,solo
119,55.077732426303854,solo,solo,solo
120,55.54213151927438,solo,solo,solo
121,56.006530612244894,solo,solo,solo
122,56.47092970521542,solo,solo,solo
123,56.93532879818594,solo,solo,solo
124,57.39972789115646,solo,solo,solo
125,57.86412698412698,solo,solo,solo
126,58.28208616780045,solo,solo,solo
127,58.746485260770974,solo,solo,solo
128,59.2108843537415,solo,solo,solo
129,59.675283446712015,verse,verse,verse
130,60.18612244897959,verse,verse,verse
131,60.65052154195011,verse,verse,verse
132,61.11492063492064,verse,verse,verse
133,61.62575963718821,verse,verse,verse
134,62.09015873015873,verse,verse,verse
135,62.55455782312925,verse,verse,verse
136,63.018956916099775,verse,verse,verse
137,63.48335600907029,verse,verse,verse
138,63.994195011337865,verse,verse,verse
139,64.45859410430839,verse,verse,verse
140,64.92299319727891,verse,verse,verse
141,65.43383219954649,verse,chorus,verse
142,65.94467120181406,verse,verse,verse
143,66.40907029478458,verse,verse,verse
144,66.87346938775511,verse,chorus,verse
145,67.33786848072562,verse,verse,verse
146,67.80226757369614,verse,verse,verse
147,68.31310657596372,verse,verse,verse
148,68.82394557823129,verse,verse,verse
149,69.28834467120181,verse,verse,verse
150,69.75274376417234,verse,verse,verse
151,70.21714285714286,verse,chorus,verse
152,70.68154195011338,verse,verse,verse
153,71.1459410430839,verse,chorus,verse
154,71.65678004535147,verse,verse,verse
155,72.12117913832199,verse,chorus,verse
156,72.58557823129252,verse,verse,verse
157,73.09641723356009,verse,chorus,verse
158,73.56081632653061,verse,chorus,verse
159,74.07165532879819,verse,verse,verse
160,74.53605442176871,verse,verse,verse
161,75.00045351473923,verse,verse,verse
162,75.46485260770974,verse,verse,verse
163,75.92925170068027,verse,verse,verse
164,76.39365079365079,verse,verse,verse
165,76.85804988662132,verse,verse,verse
166,77.36888888888889,verse,verse,verse
167,77.87972789115646,verse,verse,verse
168,78.34412698412699,verse,verse,verse
169,78.76208616780045,verse,verse,verse
170,79.22648526077097,verse,verse,verse
171,79.6908843537415,verse,verse,verse
172,80.15528344671202,verse,verse,verse
173,80.61968253968254,verse,verse,verse
174,81.08408163265307,verse,verse,verse
175,81.59492063492064,verse,verse,verse
176,82.05931972789115,verse,verse,verse
177,82.52371882086167,verse,verse,verse
178,82.9881179138322,verse,verse,verse
179,83.49895691609977,verse,verse,verse
180,83.9633560090703,verse,verse,verse
181,84.47419501133787,verse,verse,verse
182,84.9385941043084,verse,verse,verse
183,85.40299319727892,verse,verse,verse
184,85.86739229024943,verse,verse,verse
185,86.33179138321995,verse,verse,verse
186,86.79619047619047,verse,verse,verse
187,87.260589569161,verse,verse,verse
188,87.72498866213152,verse,verse,verse
189,88.18938775510205,verse,verse,verse
190,88.65378684807256,verse,verse,verse
191,89.11818594104308,verse,verse,verse
192,89.5825850340136,verse,verse,verse
193,90.04698412698413,verse,verse,verse
194,90.51138321995465,verse,verse,verse
195,90.97578231292518,verse,verse,verse
196,91.44018140589569,verse,verse,verse
197,91.90458049886621,verse,verse,verse
198,92.36897959183673,verse,verse,verse
199,92.83337868480726,verse,verse,verse
200,93.29777777777778,verse,verse,verse
201,93.80861678004536,verse,verse,verse
202,94.27301587301588,verse,verse,verse
203,94.73741496598639,verse,verse,verse
204,95.20181405895691,verse,verse,verse
205,95.66621315192744,verse,chorus,verse
206,96.17705215419501,verse,verse,verse
207,96.64145124716553,verse,verse,verse
208,97.10585034013606,verse,chorus,chorus
209,97.57024943310658,verse,chorus,chorus
210,98.03464852607709,verse,chorus,chorus
211,98.54548752834467,verse,chorus,chorus
212,99.05632653061224,verse,chorus,chorus
213,99.52072562358276,verse,chorus,chorus
214,99.98512471655329,verse,chorus,chorus
215,100.49596371882086,verse,verse,verse
216,100.96036281179138,verse,verse,verse
217,101.42476190476191,verse,verse,verse
218,101.88916099773243,verse,verse,verse
219,102.35356009070294,verse,verse,verse
220,102.81795918367347,verse,verse,verse
221,103.28235827664399,verse,verse,verse
222,103.70031746031746,verse,verse,verse
223,104.21115646258504,verse,verse,verse
224,104.67555555555556,verse,verse,verse
225,105.18639455782314,verse,verse,verse
226,105.65079365079364,verse,chorus,verse
227,106.11519274376417,verse,verse,verse
228,106.62603174603174,verse,verse,verse
229,107.09043083900227,verse,verse,verse
230,107.55482993197279,verse,verse,verse
231,108.01922902494331,verse,verse,verse
232,108.48362811791384,verse,verse,verse
233,108.99446712018141,verse,verse,verse
234,109.45886621315192,verse,verse,verse
235,109.92326530612245,verse,verse,verse
236,110.43410430839002,verse,verse,verse
237,110.94494331065759,verse,verse,verse
238,111.40934240362812,verse,verse,verse
239,111.92018140589569,verse,verse,verse
240,112.38458049886621,verse,verse,verse
241,112.89541950113379,verse,verse,verse
242,113.35981859410431,verse,verse,verse
243,113.87065759637188,verse,verse,verse
244,114.33505668934241,verse,verse,verse
245,114.79945578231292,verse,verse,verse
246,115.31029478458049,verse,verse,verse
247,115.77469387755102,verse,verse,verse
248,116.23909297052154,verse,verse,verse
249,116.74993197278911,verse,verse,verse
250,117.21433106575964,verse,verse,verse
251,117.72517006802721,verse,verse,verse
252,118.23600907029478,verse,chorus,chorus
253,118.70040816326531,chorus,chorus,chorus
254,119.21124716553288,chorus,chorus,chorus
255,119.6756462585034,chorus,chorus,chorus
256,120.14004535147393,chorus,chorus,chorus
257,120.6508843537415,chorus,chorus,chorus
258,121.16172335600908,chorus,chorus,chorus
259,121.62612244897959,chorus,chorus,chorus
260,122.09052154195011,chorus,chorus,chorus
261,122.64780045351473,chorus,chorus,chorus
262,123.11219954648526,chorus,chorus,chorus
263,123.57659863945578,chorus,chorus,chorus
264,124.08743764172335,chorus,chorus,chorus
265,124.59827664399093,chorus,chorus,chorus
266,125.06267573696145,chorus,chorus,chorus
267,125.52707482993198,chorus,chorus,chorus
268,125.9914739229025,chorus,chorus,chorus
269,126.45587301587301,chorus,chorus,chorus
270,126.96671201814058,chorus,chorus,chorus
271,127.43111111111111,chorus,chorus,chorus
272,127.89551020408163,chorus,chorus,chorus
273,128.4063492063492,chorus,chorus,chorus
274,128.87074829931973,chorus,chorus,chorus
275,129.33514739229025,chorus,chorus,chorus
276,129.84598639455783,chorus,chorus,chorus
277,130.31038548752835,chorus,chorus,chorus
278,130.77478458049887,chorus,chorus,chorus
279,131.28562358276645,chorus,chorus,chorus
280,131.75002267573697,chorus,chorus,chorus
281,132.2144217687075,chorus,verse,chorus
282,132.678820861678,chorus,chorus,chorus
283,133.18965986394556,chorus,chorus,chorus
284,133.6540589569161,chorus,chorus,chorus
285,134.1184580498866,chorus,chorus,chorus
286,134.58285714285714,chorus,chorus,chorus
287,135.04725623582766,chorus,chorus,chorus
288,135.51165532879818,chorus,chorus,chorus
289,135.9760544217687,chorus,chorus,chorus
290,136.44045351473923,chorus,chorus,chorus
291,136.9512925170068,chorus,chorus,chorus
292,137.41569160997733,chorus,chorus,chorus
293,137.9265306122449,chorus,chorus,chorus
294,138.39092970521543,chorus,chorus,chorus
295,138.85532879818595,chorus,chorus,chorus
296,139.36616780045352,chorus,chorus,chorus
297,139.83056689342405,chorus,chorus,chorus
298,140.29496598639454,chorus,chorus,chorus
299,140.75936507936507,chorus,chorus,chorus
300,141.27020408163264,chorus,chorus,chorus
301,141.73460317460317,chorus,chorus,chorus
302,142.1990022675737,chorus,chorus,chorus
303,142.6634013605442,chorus,chorus,chorus
304,143.12780045351474,chorus,chorus,chorus
305,143.6386394557823,chorus,chorus,chorus
306,144.10303854875283,chorus,chorus,chorus
307,144.56743764172336,chorus,chorus,chorus
308,145.07827664399093,chorus,chorus,chorus
309,145.5891156462585,chorus,chorus,chorus
310,146.05351473922903,chorus,chorus,chorus
311,146.51791383219955,chorus,chorus,chorus
312,147.02875283446713,chorus,chorus,chorus
313,147.49315192743765,chorus,chorus,chorus
314,147.95755102040818,chorus,chorus,chorus
315,148.46839002267575,chorus,chorus,chorus
316,148.93278911564627,chorus,chorus,chorus
317,149.39718820861677,verse,verse,verse
318,149.8615873015873,verse,verse,verse
319,150.32598639455782,verse,verse,verse
320,150.79038548752834,verse,verse,verse
321,151.3012244897959,verse,verse,verse
322,151.8120634920635,verse,verse,verse
323,152.32290249433106,verse,verse,verse
324,152.78730158730158,verse,verse,verse
325,153.29814058956916,verse,verse,verse
326,153.76253968253968,verse,verse,verse
327,154.2269387755102,verse,verse,verse
328,154.69133786848073,verse,verse,verse
329,155.2021768707483,verse,verse,verse
330,155.71301587301588,verse,verse,verse
331,156.22385487528345,verse,verse,verse
332,156.68825396825397,verse,verse,verse
333,157.1526530612245,verse,chorus,verse
334,157.66349206349207,verse,chorus,verse
335,158.1278911564626,verse,verse,verse
336,158.59229024943312,verse,chorus,verse
337,159.1031292517007,verse,chorus,verse
338,159.5675283446712,verse,verse,verse
339,160.07836734693876,verse,verse,verse
340,160.5427664399093,verse,verse,verse
341,161.0071655328798,verse,verse,verse
342,161.47156462585033,verse,verse,verse
343,161.9824036281179,verse,chorus,verse
344,162.44680272108843,verse,verse,verse
345,162.957641723356,verse,verse,verse
346,163.42204081632653,verse,verse,verse
347,163.88643990929705,verse,verse,verse
348,164.39727891156463,verse,verse,verse
349,164.9081179138322,verse,chorus,verse
350,165.37251700680272,verse,chorus,verse
351,165.83691609977325,verse,verse,verse
352,166.30131519274377,verse,verse,verse
353,166.81215419501135,verse,verse,verse
354,167.32299319727892,verse,verse,verse
355,167.8338321995465,verse,verse,verse
356,168.29823129251702,verse,verse,verse
357,168.8090702947846,verse,verse,verse
358,169.2734693877551,verse,verse,verse
359,169.73786848072564,verse,verse,verse
360,170.20226757369613,verse,verse,verse
361,170.7131065759637,verse,verse,verse
362,171.22394557823128,verse,verse,verse
363,171.6883446712018,verse,verse,verse
364,172.19918367346938,verse,chorus,verse
365,172.6635827664399,verse,verse,verse
366,173.12798185941043,verse,verse,verse
367,173.638820861678,verse,chorus,verse
368,174.10321995464852,verse,chorus,verse
369,174.6140589569161,verse,chorus,verse
370,175.12489795918367,verse,verse,verse
371,175.5892970521542,verse,verse,verse
372,176.05369614512472,verse,verse,verse
373,176.5645351473923,verse,verse,verse
374,177.02893424036282,verse,verse,verse
375,177.49333333333334,verse,verse,verse
376,178.0041723356009,verse,verse,verse
377,178.5150113378685,verse,verse,verse
378,178.979410430839,verse,verse,verse
379,179.49024943310658,verse,verse,verse
380,179.9546485260771,verse,verse,verse
381,180.41904761904763,verse,verse,verse
382,180.88344671201813,verse,verse,verse
383,181.3942857142857,verse,chorus,verse
384,181.90512471655327,verse,chorus,verse
385,182.3695238095238,verse,chorus,verse
386,182.88036281179137,verse,chorus,verse
387,183.3447619047619,verse,verse,verse
388,183.80916099773242,verse,verse,verse
389,184.27356009070294,verse,solo,verse
390,184.78439909297052,verse,verse,verse
391,185.24879818594104,verse,verse,verse
392,185.71319727891157,verse,chorus,verse
393,186.22403628117914,verse,verse,verse
394,186.68843537414966,verse,verse,verse
395,187.1528344671202,verse,verse,verse
396,187.6172335600907,verse,verse,verse
397,188.12807256235828,verse,verse,verse
398,188.5924716553288,verse,verse,verse
