Beat,Beat Time,True Label,Predicted Label,Filtered Label
0,0.2786394557823129,no_function,no_function,no_function
1,0.7894784580498866,no_function,no_function,no_function
2,1.3003174603174603,no_function,intro,no_function
3,1.811156462585034,no_function,verse,no_function
4,2.2755555555555556,no_function,no_function,no_function
5,2.7399546485260773,no_function,no_function,no_function
6,3.250793650793651,no_function,no_function,no_function
7,3.7616326530612243,no_function,no_function,no_function
8,4.272471655328798,no_function,solo,no_function
9,4.783310657596372,no_function,intro,no_function
10,5.294149659863946,no_function,no_function,no_function
11,5.804988662131519,no_function,no_function,no_function
12,6.315827664399093,no_function,no_function,no_function
13,6.826666666666667,no_function,no_function,no_function
14,7.337505668934241,no_function,no_function,no_function
15,7.848344671201814,no_function,no_function,no_function
16,8.359183673469389,no_function,no_function,no_function
17,8.870022675736962,no_function,intro,no_function
18,9.380861678004536,no_function,no_function,no_function
19,9.93814058956916,no_function,bridge,no_function
20,10.402539682539683,no_function,no_function,no_function
21,10.913378684807256,no_function,interlude,no_function
22,11.42421768707483,no_function,interlude,no_function
23,11.888616780045352,no_function,intro,no_function
24,12.353015873015874,no_function,intro,no_function
25,12.817414965986394,no_function,no_function,no_function
26,13.328253968253968,no_function,no_function,no_function
27,13.79265306122449,no_function,no_function,no_function
28,14.257052154195012,no_function,no_function,no_function
29,14.721451247165533,no_function,no_function,no_function
30,15.139410430839002,no_function,no_function,no_function
31,15.650249433106575,no_function,no_function,no_function
32,16.16108843537415,no_function,no_function,no_function
33,16.62548752834467,no_function,no_function,no_function
34,17.08988662131519,no_function,no_function,no_function
35,17.507845804988662,no_function,no_function,no_function
36,18.018684807256236,intro,intro,intro
37,18.483083900226756,intro,solo,intro
38,18.94748299319728,intro,intro,intro
39,19.4118820861678,intro,intro,intro
40,19.87628117913832,intro,intro,intro
41,20.387120181405894,intro,intro,intro
42,20.897959183673468,intro,intro,intro
43,21.455238095238094,intro,intro,intro
44,22.01251700680272,intro,intro,intro
45,22.523356009070294,intro,intro,intro
46,23.034195011337868,intro,intro,intro
47,23.54503401360544,intro,intro,intro
48,24.102312925170068,intro,intro,intro
49,24.56671201814059,intro,intro,intro
50,25.077551020408162,intro,intro,intro
51,25.588390022675735,intro,intro,intro
52,26.09922902494331,intro,intro,intro
53,26.610068027210886,intro,intro,intro
54,27.12090702947846,intro,intro,intro
55,27.678185941043083,intro,intro,intro
56,28.23546485260771,intro,intro,intro
57,28.83918367346939,intro,intro,intro
58,29.30358276643991,intro,intro,intro
59,29.860861678004536,intro,intro,intro
60,30.325260770975056,intro,intro,intro
61,30.882539682539683,intro,intro,intro
62,31.393378684807256,intro,intro,intro
63,31.90421768707483,intro,intro,intro
64,32.41505668934241,intro,intro,intro
65,32.92589569160998,intro,intro,intro
66,33.52961451247165,intro,intro,intro
67,34.13333333333333,intro,intro,intro
68,34.690612244897956,intro,intro,intro
69,35.247891156462586,intro,intro,intro
70,35.71229024943311,intro,intro,intro
71,36.22312925170068,intro,intro,intro
72,36.73396825396826,intro,intro,intro
73,37.29124716553288,intro,intro,intro
74,37.755646258503404,intro,intro,intro
75,38.26648526077098,intro,intro,intro
76,38.77732426303855,intro,intro,intro
77,39.334603174603174,intro,intro,intro
78,39.8918820861678,intro,intro,intro
79,40.35628117913832,intro,intro,intro
80,40.91356009070295,intro,intro,intro
81,41.37795918367347,intro,intro,intro
82,41.9352380952381,intro,intro,intro
83,42.44607709750567,intro,intro,intro
84,42.91047619047619,intro,intro,intro
85,43.42131519274376,intro,intro,intro
86,43.97859410430839,intro,intro,intro
87,44.535873015873015,intro,intro,intro
88,45.139591836734695,intro,intro,intro
89,45.65043083900227,intro,verse,intro
90,46.16126984126984,intro,verse,intro
91,46.718548752834465,intro,intro,intro
92,47.22938775510204,intro,intro,intro
93,47.74022675736961,intro,intro,intro
94,48.29750566893424,intro,intro,intro
95,48.808344671201816,intro,intro,intro
96,49.31918367346939,intro,intro,intro
97,49.83002267573696,intro,solo,intro
98,50.387301587301586,intro,intro,intro
99,50.89814058956916,intro,intro,intro
100,51.45541950113379,intro,solo,intro
101,51.96625850340136,intro,solo,intro
102,52.47709750566894,intro,solo,intro
103,53.03437641723356,intro,intro,intro
104,53.54521541950113,intro,intro,intro
105,54.05605442176871,intro,intro,intro
106,54.61333333333334,intro,intro,intro
107,55.12417233560091,intro,intro,intro
108,55.635011337868484,intro,intro,intro
109,56.19229024943311,intro,intro,intro
110,56.70312925170068,intro,intro,intro
111,57.2604081632653,intro,intro,intro
