Beat,Beat Time,True Label,Predicted Label,Filtered Label
0,0.0,no_function,no_function,no_function
1,0.46439909297052157,no_function,no_function,no_function
2,0.9287981859410431,no_function,no_function,no_function
3,1.4396371882086167,no_function,no_function,no_function
4,1.9040362811791383,no_function,no_function,no_function
5,2.36843537414966,intro,intro,intro
6,2.8328344671201813,intro,intro,intro
7,3.297233560090703,intro,intro,intro
8,3.7151927437641725,intro,intro,intro
9,4.179591836734694,intro,intro,intro
10,4.6439909297052155,intro,intro,intro
11,5.108390022675737,intro,intro,intro
12,5.572789115646258,intro,intro,intro
13,6.03718820861678,intro,intro,intro
14,6.501587301587302,intro,intro,intro
15,6.919546485260771,intro,intro,intro
16,7.383945578231293,intro,intro,intro
17,7.848344671201814,intro,intro,intro
18,8.312743764172335,intro,intro,intro
19,8.730702947845804,intro,intro,intro
20,9.195102040816327,intro,intro,intro
21,9.659501133786849,intro,intro,intro
22,10.12390022675737,intro,intro,intro
23,10.588299319727891,intro,intro,intro
24,11.052698412698414,intro,intro,intro
25,11.517097505668934,intro,intro,intro
26,11.981496598639456,intro,intro,intro
27,12.445895691609977,intro,intro,intro
28,12.910294784580499,intro,intro,intro
29,13.328253968253968,intro,intro,intro
30,13.79265306122449,intro,intro,intro
31,14.257052154195012,intro,intro,intro
32,14.721451247165533,intro,intro,intro
33,15.139410430839002,intro,verse,intro
34,15.603809523809524,intro,intro,intro
35,16.068208616780044,intro,intro,intro
36,16.532607709750568,intro,intro,intro
37,16.99700680272109,intro,intro,intro
38,17.46140589569161,intro,intro,intro
39,17.925804988662133,intro,intro,intro
40,18.3437641723356,intro,intro,intro
41,18.808163265306124,intro,intro,intro
42,19.272562358276645,intro,intro,intro
43,19.736961451247165,intro,intro,intro
44,20.201360544217685,intro,intro,intro
45,20.619319727891156,intro,intro,intro
46,21.083718820861677,intro,intro,intro
47,21.5481179138322,intro,intro,intro
48,22.01251700680272,intro,intro,intro
49,22.47691609977324,intro,intro,intro
50,22.941315192743765,intro,intro,intro
51,23.359274376417233,intro,intro,intro
52,23.823673469387757,intro,intro,intro
53,24.288072562358277,intro,intro,intro
54,24.752471655328797,intro,intro,intro
55,25.21687074829932,intro,intro,intro
56,25.68126984126984,intro,intro,intro
57,26.145668934240362,intro,intro,intro
58,26.610068027210886,intro,intro,intro
59,27.074467120181406,intro,intro,intro
60,27.492426303854874,intro,intro,intro
61,27.956825396825398,intro,intro,intro
62,28.421224489795918,intro,intro,intro
63,28.88562358276644,intro,intro,intro
64,29.350022675736962,intro,intro,intro
65,29.814421768707483,intro,intro,intro
66,30.232380952380954,intro,intro,intro
67,30.696780045351474,intro,intro,intro
68,31.114739229024945,intro,intro,intro
69,31.579138321995465,intro,intro,intro
70,32.04353741496599,intro,intro,intro
71,32.507936507936506,intro,intro,intro
72,32.97233560090703,chorus,verse,verse
73,33.436734693877554,chorus,chorus,verse
74,33.90113378684807,chorus,verse,verse
75,34.319092970521545,chorus,verse,verse
76,34.78349206349206,chorus,chorus,chorus
77,35.247891156462586,chorus,chorus,chorus
78,35.71229024943311,chorus,chorus,chorus
79,36.17668934240363,chorus,chorus,chorus
80,36.594648526077094,chorus,chorus,chorus
81,37.05904761904762,chorus,chorus,chorus
82,37.52344671201814,chorus,chorus,chorus
83,37.98784580498866,chorus,intro,chorus
84,38.45224489795918,chorus,chorus,chorus
85,38.91664399092971,chorus,chorus,chorus
86,39.381043083900224,chorus,chorus,chorus
87,39.7990022675737,chorus,intro,chorus
88,40.263401360544215,chorus,intro,chorus
89,40.72780045351474,chorus,intro,chorus
90,41.19219954648526,chorus,chorus,chorus
91,41.65659863945578,chorus,intro,chorus
92,42.074557823129254,chorus,intro,chorus
93,42.53895691609977,chorus,chorus,chorus
94,43.003356009070295,chorus,chorus,chorus
95,43.46775510204082,chorus,chorus,chorus
96,43.932154195011336,chorus,chorus,chorus
97,44.39655328798186,chorus,chorus,chorus
98,44.860952380952384,chorus,chorus,chorus
99,45.27891156462585,chorus,chorus,chorus
100,45.743310657596375,chorus,chorus,chorus
101,46.20770975056689,chorus,chorus,chorus
102,46.672108843537416,chorus,chorus,chorus
103,47.13650793650794,chorus,chorus,chorus
104,47.600907029478456,chorus,intro,chorus
105,48.01886621315193,chorus,intro,chorus
106,48.48326530612245,chorus,intro,chorus
107,48.94766439909297,chorus,intro,chorus
108,49.412063492063496,chorus,chorus,chorus
109,49.87646258503401,chorus,chorus,chorus
110,50.29442176870748,chorus,chorus,chorus
111,50.758820861678004,chorus,chorus,chorus
112,51.22321995464853,chorus,chorus,chorus
113,51.687619047619044,chorus,chorus,chorus
114,52.10557823129252,chorus,chorus,chorus
115,52.569977324263036,chorus,chorus,chorus
116,53.03437641723356,chorus,chorus,chorus
117,53.498775510204084,chorus,chorus,chorus
118,53.91673469387755,chorus,chorus,chorus
119,54.381133786848075,chorus,chorus,chorus
120,54.84553287981859,chorus,chorus,chorus
121,55.309931972789116,chorus,chorus,chorus
122,55.77433106575964,chorus,chorus,chorus
123,56.19229024943311,chorus,chorus,chorus
124,56.65668934240363,chorus,chorus,chorus
125,57.12108843537415,chorus,chorus,chorus
126,57.58548752834467,chorus,chorus,chorus
127,58.00344671201814,chorus,chorus,chorus
128,58.46784580498866,chorus,chorus,chorus
129,58.88580498866213,chorus,chorus,chorus
130,59.3037641723356,chorus,chorus,chorus
131,59.76816326530612,chorus,solo,chorus
132,60.232562358276645,chorus,chorus,chorus
133,60.65052154195011,chorus,chorus,chorus
134,61.11492063492064,chorus,chorus,chorus
135,61.57931972789115,chorus,verse,chorus
136,62.04371882086168,chorus,intro,chorus
137,62.5081179138322,chorus,intro,chorus
138,62.92607709750567,chorus,intro,chorus
139,63.39047619047619,chorus,chorus,chorus
140,63.85487528344671,chorus,chorus,chorus
141,64.27283446712018,chorus,chorus,chorus
142,64.7372335600907,chorus,chorus,chorus
143,65.20163265306122,chorus,chorus,chorus
144,65.6195918367347,chorus,chorus,chorus
145,66.08399092970521,chorus,chorus,chorus
146,66.54839002267573,chorus,chorus,chorus
147,67.01278911564626,chorus,chorus,chorus
148,67.47718820861678,chorus,chorus,chorus
149,67.89514739229026,chorus,chorus,chorus
150,68.35954648526076,chorus,chorus,chorus
151,68.82394557823129,chorus,chorus,chorus
152,69.28834467120181,chorus,chorus,chorus
153,69.75274376417234,chorus,chorus,chorus
154,70.17070294784581,chorus,chorus,chorus
155,70.63510204081632,chorus,chorus,chorus
156,71.09950113378684,chorus,chorus,chorus
157,71.56390022675737,chorus,chorus,chorus
158,72.02829931972789,chorus,chorus,chorus
159,72.49269841269842,chorus,chorus,chorus
160,72.91065759637188,chorus,chorus,chorus
161,73.3750566893424,chorus,verse,chorus
162,73.83945578231292,chorus,chorus,chorus
163,74.2574149659864,chorus,verse,verse
164,74.72181405895692,chorus,verse,verse
165,75.18621315192743,chorus,verse,verse
166,75.65061224489796,chorus,verse,verse
167,76.06857142857143,chorus,verse,verse
168,76.53297052154196,chorus,chorus,verse
169,76.99736961451246,chorus,verse,verse
170,77.41532879818594,chorus,verse,verse
171,77.87972789115646,chorus,chorus,chorus
172,78.34412698412699,chorus,chorus,chorus
173,78.76208616780045,chorus,chorus,chorus
174,79.22648526077097,chorus,chorus,chorus
175,79.6908843537415,chorus,chorus,chorus
176,80.10884353741497,chorus,chorus,chorus
177,80.5732426303855,chorus,chorus,chorus
178,81.037641723356,chorus,chorus,chorus
179,81.50204081632653,chorus,chorus,chorus
180,81.96643990929705,chorus,chorus,chorus
181,82.38439909297053,chorus,chorus,chorus
182,82.84879818594105,chorus,chorus,chorus
183,83.31319727891156,chorus,chorus,chorus
184,83.77759637188208,chorus,chorus,chorus
185,84.24199546485261,chorus,chorus,chorus
186,84.70639455782313,chorus,chorus,chorus
187,85.1243537414966,chorus,chorus,chorus
188,85.58875283446712,chorus,chorus,chorus
189,86.05315192743764,chorus,chorus,chorus
190,86.47111111111111,chorus,chorus,chorus
191,86.93551020408164,chorus,chorus,chorus
192,87.3534693877551,chorus,chorus,chorus
193,87.81786848072562,chorus,chorus,chorus
194,88.28226757369615,chorus,solo,chorus
195,88.70022675736962,chorus,chorus,chorus
196,89.16462585034013,chorus,chorus,chorus
197,89.62902494331065,chorus,chorus,chorus
198,90.09342403628118,chorus,chorus,chorus
199,90.51138321995465,chorus,chorus,chorus
200,90.97578231292518,chorus,chorus,chorus
201,91.44018140589569,chorus,chorus,chorus
202,91.90458049886621,chorus,chorus,chorus
203,92.32253968253968,chorus,chorus,chorus
204,92.78693877551021,chorus,chorus,chorus
205,93.20489795918367,chorus,solo,chorus
206,93.66929705215419,chorus,chorus,chorus
207,94.08725623582767,chorus,chorus,chorus
208,94.55165532879819,chorus,chorus,chorus
209,95.0160544217687,chorus,chorus,chorus
210,95.48045351473922,chorus,chorus,chorus
211,95.94485260770975,chorus,chorus,chorus
212,96.40925170068027,chorus,chorus,chorus
213,96.8736507936508,chorus,chorus,chorus
214,97.29160997732426,chorus,chorus,chorus
215,97.75600907029478,chorus,chorus,chorus
216,98.17396825396825,chorus,chorus,chorus
217,98.63836734693878,chorus,chorus,chorus
218,99.1027664399093,chorus,chorus,chorus
219,99.56716553287981,chorus,chorus,chorus
220,100.03156462585034,chorus,chorus,chorus
221,100.44952380952381,chorus,chorus,chorus
222,100.91392290249433,chorus,chorus,chorus
223,101.37832199546486,chorus,chorus,chorus
224,101.79628117913832,chorus,chorus,chorus
225,102.26068027210884,chorus,verse,chorus
226,102.72507936507937,chorus,chorus,chorus
227,103.14303854875284,chorus,chorus,chorus
228,103.60743764172335,chorus,chorus,chorus
229,104.07183673469387,chorus,verse,chorus
230,104.5362358276644,chorus,chorus,chorus
231,105.00063492063492,chorus,chorus,chorus
232,105.41859410430838,chorus,chorus,chorus
233,105.8829931972789,chorus,chorus,chorus
234,106.34739229024943,chorus,chorus,chorus
235,106.81179138321995,chorus,chorus,chorus
236,107.27619047619048,chorus,verse,chorus
237,107.69414965986394,chorus,chorus,chorus
238,108.15854875283446,chorus,verse,chorus
239,108.62294784580499,chorus,chorus,chorus
240,109.08734693877551,chorus,chorus,chorus
241,109.55174603174603,chorus,chorus,chorus
242,109.9697052154195,chorus,verse,chorus
243,110.43410430839002,chorus,chorus,chorus
244,110.8520634920635,chorus,verse,chorus
245,111.31646258503402,chorus,chorus,chorus
246,111.78086167800454,chorus,chorus,chorus
247,112.24526077097505,chorus,chorus,chorus
248,112.70965986394557,chorus,chorus,chorus
249,113.1740589569161,chorus,chorus,chorus
250,113.59201814058957,chorus,chorus,chorus
251,114.0564172335601,chorus,chorus,chorus
252,114.47437641723356,chorus,chorus,chorus
253,114.93877551020408,chorus,chorus,chorus
254,115.35673469387756,chorus,chorus,chorus
255,115.82113378684807,chorus,chorus,chorus
256,116.23909297052154,chorus,chorus,chorus
257,116.70349206349206,chorus,chorus,chorus
258,117.12145124716554,chorus,chorus,chorus
259,117.58585034013605,chorus,chorus,chorus
260,118.05024943310657,chorus,chorus,chorus
261,118.5146485260771,chorus,chorus,chorus
262,118.93260770975057,chorus,chorus,chorus
263,119.3970068027211,chorus,chorus,chorus
264,119.81496598639455,chorus,chorus,chorus
265,120.27936507936508,verse,verse,verse
266,120.7437641723356,verse,verse,verse
267,121.20816326530613,verse,verse,verse
268,121.62612244897959,verse,verse,verse
269,122.09052154195011,verse,verse,verse
270,122.55492063492063,verse,verse,verse
271,122.97287981859411,verse,verse,verse
272,123.39083900226757,verse,verse,verse
273,123.8552380952381,verse,verse,verse
274,124.31963718820862,verse,verse,verse
275,124.73759637188209,verse,verse,verse
276,125.2019954648526,verse,verse,verse
277,125.66639455782312,verse,verse,verse
278,126.13079365079365,verse,verse,verse
279,126.54875283446712,verse,verse,verse
280,127.01315192743765,verse,verse,verse
281,127.47755102040816,verse,verse,verse
282,127.94195011337868,verse,verse,verse
283,128.35990929705216,verse,verse,verse
284,128.82430839002268,verse,verse,verse
285,129.2887074829932,verse,verse,verse
286,129.70666666666668,verse,verse,verse
287,130.1710657596372,verse,verse,verse
288,130.58902494331065,verse,verse,verse
289,131.05342403628117,verse,verse,verse
290,131.47138321995465,verse,verse,verse
291,131.93578231292517,verse,verse,verse
292,132.4001814058957,verse,verse,verse
