Beat,Beat Time,True Label,Predicted Label,Filtered Label
0,0.603718820861678,intro,intro,intro
1,1.3467573696145125,intro,intro,intro
2,2.043356009070295,intro,intro,intro
3,2.786394557823129,intro,intro,intro
4,3.5294331065759637,intro,intro,intro
5,4.272471655328798,intro,intro,intro
6,5.015510204081632,intro,intro,intro
7,5.804988662131519,intro,intro,intro
8,6.548027210884354,intro,intro,intro
9,7.291065759637188,intro,intro,intro
10,7.987664399092971,intro,intro,intro
11,8.730702947845804,intro,intro,intro
12,9.47374149659864,intro,intro,intro
13,10.216780045351474,intro,intro,intro
14,10.95981859410431,intro,intro,intro
15,11.749297052154194,intro,interlude,intro
16,12.538775510204081,intro,intro,intro
17,13.281814058956916,intro,interlude,intro
18,14.02485260770975,intro,intro,intro
19,14.814331065759637,intro,intro,intro
20,15.557369614512472,intro,intro,intro
21,16.300408163265306,intro,intro,intro
22,17.04344671201814,intro,intro,intro
23,17.832925170068027,intro,intro,intro
24,18.622403628117915,intro,intro,intro
25,19.4118820861678,intro,intro,intro
26,20.201360544217685,intro,intro,intro
27,20.990839002267574,intro,intro,intro
28,21.78031746031746,intro,intro,intro
29,22.569795918367348,intro,intro,intro
30,23.359274376417233,verse,verse,verse
31,24.102312925170068,verse,verse,verse
32,24.845351473922904,verse,verse,verse
33,25.541950113378686,verse,verse,verse
34,26.284988662131518,verse,verse,verse
35,26.9815873015873,verse,verse,verse
36,27.724625850340136,verse,verse,verse
37,28.46766439909297,verse,verse,verse
38,29.164263038548754,verse,verse,verse
39,29.860861678004536,verse,verse,verse
40,30.603900226757368,verse,verse,verse
41,31.30049886621315,verse,verse,verse
42,32.04353741496599,verse,verse,verse
43,32.78657596371882,verse,intro,verse
44,33.52961451247165,verse,verse,verse
45,34.22621315192744,verse,verse,verse
46,34.969251700680275,verse,verse,verse
47,35.71229024943311,verse,verse,verse
48,36.45532879818594,verse,verse,verse
49,37.151927437641724,verse,verse,verse
50,37.89496598639456,verse,verse,verse
51,38.638004535147395,verse,verse,verse
52,39.381043083900224,verse,verse,verse
53,40.12408163265306,verse,verse,verse
54,40.867120181405895,verse,verse,verse
55,41.61015873015873,verse,verse,verse
56,42.353197278911566,verse,verse,verse
57,43.0962358276644,verse,verse,verse
58,43.885714285714286,verse,verse,verse
59,44.62875283446712,verse,verse,verse
60,45.37179138321996,verse,verse,verse
61,46.11482993197279,verse,verse,verse
62,46.85786848072562,verse,verse,verse
63,47.600907029478456,verse,verse,verse
64,48.34394557823129,verse,verse,verse
65,49.08698412698413,verse,verse,verse
66,49.87646258503401,verse,verse,verse
67,50.61950113378685,verse,verse,verse
68,51.36253968253968,verse,verse,verse
69,52.10557823129252,verse,verse,verse
