Beat,Beat Time,True Label,Predicted Label,Filtered Label
0,0.2786394557823129,no_function,no_function,no_function
1,0.9752380952380952,no_function,no_function,no_function
2,1.6718367346938776,no_function,no_function,no_function
3,2.36843537414966,no_function,no_function,no_function
4,3.0650340136054424,no_function,no_function,no_function
5,3.7616326530612243,no_function,no_function,no_function
6,4.458231292517007,no_function,no_function,no_function
7,5.154829931972789,no_function,no_function,no_function
8,5.897868480725624,no_function,no_function,no_function
9,6.548027210884354,no_function,intro,intro
10,7.244625850340136,no_function,intro,intro
11,7.894784580498866,no_function,intro,intro
12,8.544943310657596,no_function,intro,intro
13,9.195102040816327,no_function,intro,intro
14,9.891700680272109,intro,intro,intro
15,10.541859410430838,intro,intro,intro
16,11.19201814058957,intro,intro,intro
17,11.842176870748299,intro,intro,intro
18,12.538775510204081,intro,intro,intro
19,13.281814058956916,intro,intro,intro
20,14.02485260770975,intro,intro,intro
21,14.721451247165533,intro,intro,intro
22,15.418049886621315,intro,intro,intro
23,16.114648526077097,intro,intro,intro
24,16.764807256235827,intro,intro,intro
25,17.46140589569161,intro,intro,intro
26,18.11156462585034,intro,intro,intro
27,18.76172335600907,intro,intro,intro
28,19.4118820861678,intro,intro,intro
29,20.06204081632653,intro,intro,intro
30,20.712199546485262,intro,intro,intro
31,21.408798185941045,intro,intro,intro
32,22.105396825396827,intro,intro,intro
33,22.755555555555556,intro,intro,intro
34,23.45215419501134,intro,chorus,intro
35,24.102312925170068,intro,intro,intro
36,24.752471655328797,intro,verse,verse
37,25.44907029478458,intro,chorus,chorus
38,26.145668934240362,intro,chorus,chorus
39,26.842267573696144,intro,chorus,chorus
40,27.538866213151927,intro,chorus,chorus
41,28.23546485260771,intro,chorus,chorus
42,28.88562358276644,intro,chorus,chorus
43,29.58222222222222,intro,chorus,chorus
44,30.278820861678003,intro,chorus,chorus
45,30.928979591836736,intro,chorus,chorus
46,31.62557823129252,intro,chorus,chorus
47,32.275736961451244,intro,chorus,chorus
48,32.92589569160998,intro,intro,intro
49,33.62249433106576,intro,intro,intro
50,34.27265306122449,intro,intro,intro
51,34.969251700680275,intro,intro,intro
52,35.619410430839004,intro,intro,intro
53,36.26956916099773,intro,intro,intro
54,36.96616780045351,intro,intro,intro
55,37.6627664399093,intro,bridge,bridge
56,38.31292517006803,intro,bridge,bridge
57,39.00952380952381,intro,bridge,bridge
58,39.65968253968254,intro,verse,verse
59,40.35628117913832,intro,verse,verse
60,41.00643990929705,intro,intro,intro
61,41.703038548752836,intro,intro,intro
62,42.353197278911566,intro,intro,intro
63,43.003356009070295,intro,intro,intro
64,43.653514739229024,intro,intro,intro
65,44.35011337868481,intro,intro,intro
66,45.00027210884354,intro,intro,intro
67,45.69687074829932,intro,intro,intro
68,46.34702947845805,intro,intro,intro
69,46.99718820861678,intro,intro,intro
70,47.64734693877551,intro,intro,intro
71,48.29750566893424,intro,intro,intro
72,48.99410430839002,intro,intro,intro
73,49.64426303854875,intro,intro,intro
74,50.340861678004536,intro,intro,intro
75,51.037460317460315,intro,intro,intro
76,51.687619047619044,intro,intro,intro
77,52.38421768707483,intro,verse,verse
78,53.08081632653061,intro,verse,verse
79,53.730975056689346,verse,verse,verse
80,54.381133786848075,verse,verse,verse
81,55.031292517006804,verse,verse,verse
82,55.72789115646258,verse,verse,verse
83,56.42448979591837,verse,verse,verse
84,57.0746485260771,verse,bridge,bridge
85,57.72480725623583,verse,bridge,bridge
86,58.37496598639456,verse,bridge,bridge
87,59.07156462585034,verse,bridge,bridge
88,59.76816326530612,verse,chorus,chorus
89,60.46476190476191,verse,chorus,chorus
90,61.161360544217686,verse,chorus,chorus
91,61.85795918367347,verse,intro,chorus
92,62.55455782312925,verse,verse,chorus
93,63.20471655328798,verse,chorus,chorus
94,63.901315192743766,verse,chorus,chorus
95,64.55147392290249,verse,chorus,chorus
96,65.20163265306122,verse,chorus,chorus
97,65.89823129251701,verse,chorus,chorus
98,66.59482993197278,verse,verse,verse
99,67.29142857142857,verse,verse,verse
100,67.9415873015873,verse,intro,verse
101,68.63818594104309,verse,verse,verse
102,69.28834467120181,verse,verse,verse
103,70.03138321995465,verse,verse,verse
104,70.77442176870748,verse,verse,verse
105,71.51746031746032,verse,verse,verse
106,72.16761904761904,verse,chorus,chorus
107,72.86421768707483,verse,chorus,chorus
108,73.56081632653061,verse,chorus,chorus
109,74.2574149659864,verse,chorus,chorus
110,74.90757369614512,verse,chorus,chorus
111,75.51129251700681,verse,chorus,chorus
112,76.3007709750567,verse,chorus,chorus
113,76.99736961451246,verse,verse,verse
114,77.69396825396825,verse,verse,verse
115,78.39056689342404,verse,verse,verse
116,79.04072562358277,verse,verse,verse
117,79.73732426303854,verse,verse,verse
118,80.43392290249433,verse,chorus,verse
119,81.13052154195012,verse,verse,verse
120,81.8271201814059,verse,verse,verse
121,82.52371882086167,verse,verse,verse
122,83.26675736961451,verse,chorus,chorus
123,83.91691609977325,verse,chorus,chorus
124,84.61351473922902,verse,chorus,chorus
125,85.3101133786848,verse,chorus,chorus
126,86.00671201814059,verse,chorus,chorus
127,86.70331065759638,verse,chorus,chorus
128,87.39990929705215,verse,chorus,chorus
129,88.05006802721088,verse,chorus,chorus
130,88.65378684807256,verse,chorus,chorus
131,89.25750566893424,verse,chorus,chorus
132,89.86122448979592,verse,chorus,chorus
133,90.51138321995465,verse,verse,verse
134,91.25442176870749,verse,verse,verse
135,91.95102040816326,verse,verse,verse
136,92.601179138322,verse,verse,verse
137,93.29777777777778,verse,verse,verse
138,93.99437641723355,verse,verse,verse
139,94.69097505668934,verse,verse,verse
140,95.38757369614513,verse,verse,verse
141,96.03773242630386,verse,chorus,verse
142,96.82721088435375,chorus,chorus,verse
143,97.66312925170068,chorus,chorus,verse
144,98.45260770975057,chorus,verse,verse
145,99.14920634920635,chorus,verse,verse
146,99.84580498866214,chorus,chorus,chorus
147,100.49596371882086,chorus,chorus,chorus
148,101.19256235827665,chorus,chorus,chorus
149,101.88916099773243,chorus,chorus,chorus
150,102.5857596371882,chorus,chorus,chorus
151,103.28235827664399,chorus,chorus,chorus
152,103.97895691609978,chorus,chorus,chorus
153,104.67555555555556,chorus,chorus,chorus
154,105.32571428571428,chorus,chorus,chorus
155,106.02231292517007,chorus,chorus,chorus
156,106.67247165532879,chorus,chorus,chorus
157,107.36907029478458,chorus,chorus,chorus
158,108.06566893424036,chorus,chorus,chorus
159,108.76226757369615,chorus,chorus,chorus
160,109.41242630385487,chorus,chorus,chorus
161,110.10902494331066,chorus,chorus,chorus
162,110.80562358276644,chorus,chorus,chorus
163,111.50222222222222,chorus,chorus,chorus
164,112.15238095238095,chorus,chorus,chorus
165,112.84897959183674,chorus,chorus,chorus
166,113.54557823129252,chorus,chorus,chorus
167,114.2421768707483,chorus,verse,chorus
168,114.93877551020408,chorus,chorus,chorus
169,115.58893424036282,chorus,chorus,chorus
170,116.28553287981859,chorus,chorus,chorus
171,116.98213151927438,chorus,chorus,chorus
172,117.63229024943311,chorus,chorus,chorus
173,118.32888888888888,chorus,chorus,chorus
174,119.02548752834467,chorus,chorus,chorus
175,119.72208616780046,chorus,chorus,chorus
176,120.37224489795918,chorus,chorus,chorus
177,121.06884353741496,chorus,chorus,chorus
178,121.7190022675737,chorus,chorus,chorus
179,122.41560090702947,chorus,chorus,chorus
180,123.06575963718821,chorus,intro,chorus
181,123.762358276644,chorus,chorus,chorus
182,124.45895691609978,chorus,chorus,chorus
183,125.1091156462585,chorus,chorus,chorus
184,125.80571428571429,chorus,chorus,chorus
185,126.50231292517007,chorus,chorus,chorus
186,127.19891156462585,chorus,chorus,chorus
187,127.89551020408163,chorus,chorus,chorus
188,128.54566893424035,chorus,chorus,chorus
189,129.1958276643991,chorus,chorus,chorus
190,129.89242630385488,chorus,chorus,chorus
191,130.58902494331065,chorus,chorus,chorus
192,131.28562358276645,chorus,chorus,chorus
193,131.98222222222222,chorus,chorus,chorus
194,132.63238095238094,chorus,chorus,chorus
195,133.32897959183674,chorus,verse,chorus
196,134.0255782312925,chorus,verse,chorus
197,134.72217687074829,chorus,verse,chorus
198,135.41877551020409,chorus,chorus,chorus
199,136.11537414965986,chorus,verse,chorus
200,136.81197278911566,chorus,verse,chorus
201,137.50857142857143,chorus,chorus,chorus
202,138.2051700680272,chorus,chorus,chorus
203,138.901768707483,chorus,chorus,chorus
204,139.55192743764172,chorus,chorus,chorus
205,140.20208616780045,bridge,verse,chorus
206,140.89868480725625,bridge,chorus,chorus
207,141.59528344671202,bridge,chorus,chorus
208,142.24544217687074,bridge,bridge,bridge
209,142.94204081632654,bridge,bridge,bridge
210,143.6386394557823,bridge,verse,bridge
211,144.33523809523808,bridge,bridge,bridge
212,145.03183673469388,bridge,bridge,bridge
213,145.7748752834467,bridge,bridge,bridge
214,146.4714739229025,bridge,verse,verse
215,147.12163265306123,bridge,verse,verse
216,147.818231292517,bridge,verse,verse
217,148.5148299319728,bridge,verse,verse
218,149.21142857142857,bridge,chorus,verse
219,149.90802721088434,bridge,verse,verse
220,150.60462585034014,bridge,verse,verse
221,151.3012244897959,bridge,verse,verse
222,151.9978231292517,bridge,verse,verse
223,152.69442176870749,bridge,bridge,verse
224,153.39102040816326,bridge,verse,verse
225,154.08761904761906,bridge,bridge,verse
226,154.78421768707483,bridge,verse,verse
227,155.4808163265306,bridge,bridge,verse
228,156.1774149659864,bridge,verse,verse
229,156.87401360544217,bridge,chorus,chorus
230,157.57061224489797,bridge,chorus,chorus
231,158.3136507936508,bridge,chorus,chorus
232,159.01024943310657,bridge,chorus,chorus
233,159.70684807256237,bridge,chorus,chorus
234,160.40344671201814,bridge,chorus,chorus
235,161.1000453514739,bridge,intro,chorus
236,161.7966439909297,bridge,chorus,chorus
237,162.49324263038548,bridge,chorus,chorus
238,163.18984126984128,bridge,chorus,chorus
