Beat,Beat Time,True Label,Predicted Label,Filtered Label
0,0.13931972789115646,no_function,no_function,no_function
1,0.7430385487528345,intro,intro,intro
2,1.3931972789115645,intro,interlude,intro
3,1.9504761904761905,intro,interlude,intro
4,2.5541950113378684,intro,intro,intro
5,3.1579138321995464,intro,verse,intro
6,3.7616326530612243,intro,verse,intro
7,4.4117913832199545,intro,intro,intro
8,5.015510204081632,intro,verse,intro
9,5.6656689342403626,intro,intro,intro
10,6.2693877551020405,intro,chorus,intro
11,6.826666666666667,intro,intro,intro
12,7.430385487528345,intro,verse,intro
13,8.034104308390022,intro,verse,intro
14,8.684263038548753,intro,verse,intro
15,9.287981859410431,intro,intro,intro
16,9.891700680272109,intro,intro,intro
17,10.495419501133787,intro,intro,intro
18,11.099138321995465,intro,intro,intro
19,11.656417233560092,intro,chorus,intro
20,12.26013605442177,intro,intro,intro
21,12.863854875283447,intro,intro,intro
22,13.467573696145125,intro,intro,intro
23,14.071292517006803,intro,intro,intro
24,14.721451247165533,intro,chorus,intro
25,15.418049886621315,intro,intro,intro
26,16.114648526077097,intro,interlude,intro
27,16.764807256235827,intro,interlude,intro
28,17.368526077097506,intro,interlude,intro
29,17.972244897959182,intro,intro,intro
30,18.52952380952381,intro,intro,intro
31,19.13324263038549,intro,intro,intro
32,19.736961451247165,intro,intro,intro
33,20.340680272108845,intro,intro,intro
34,20.94439909297052,intro,intro,intro
35,21.59455782312925,intro,intro,intro
36,22.19827664399093,intro,no_function,intro
37,22.755555555555556,intro,intro,intro
38,23.312834467120183,intro,intro,intro
39,23.962993197278912,intro,intro,intro
40,24.61315192743764,intro,intro,intro
41,25.21687074829932,intro,intro,intro
42,25.820589569160997,intro,solo,intro
43,26.424308390022677,intro,intro,intro
44,27.028027210884353,intro,intro,intro
45,27.631746031746033,intro,verse,intro
46,28.189024943310656,intro,intro,intro
47,28.792743764172336,intro,intro,intro
48,29.396462585034012,intro,intro,intro
49,30.00018140589569,intro,intro,intro
50,30.603900226757368,intro,intro,intro
51,31.161179138321994,intro,intro,intro
52,31.764897959183674,intro,intro,intro
53,32.36861678004535,intro,intro,intro
54,32.97233560090703,intro,intro,intro
55,33.57605442176871,intro,intro,intro
56,34.22621315192744,intro,verse,intro
57,34.82993197278912,intro,verse,intro
58,35.43365079365079,intro,verse,intro
59,36.03736961451247,intro,verse,intro
60,36.64108843537415,intro,intro,intro
61,37.24480725623583,intro,intro,intro
62,37.802086167800454,intro,verse,intro
63,38.31292517006803,intro,intro,intro
64,38.963083900226756,intro,intro,intro
65,39.566802721088436,verse,verse,verse
66,40.216961451247165,verse,verse,verse
67,40.820680272108845,verse,verse,verse
68,41.424399092970525,verse,verse,verse
69,42.0281179138322,verse,verse,verse
70,42.72471655328798,verse,verse,verse
71,43.32843537414966,verse,solo,verse
72,43.932154195011336,verse,verse,verse
73,44.535873015873015,verse,verse,verse
74,45.139591836734695,verse,verse,verse
75,45.743310657596375,verse,verse,verse
76,46.34702947845805,verse,verse,verse
77,46.99718820861678,verse,solo,verse
78,47.600907029478456,verse,verse,verse
79,48.251065759637186,verse,solo,verse
80,48.854784580498865,verse,verse,verse
81,49.458503401360545,verse,verse,verse
82,50.062222222222225,verse,verse,verse
83,50.712380952380954,verse,verse,verse
84,51.316099773242634,verse,verse,verse
85,51.96625850340136,verse,verse,verse
86,52.61641723356009,verse,verse,verse
87,53.26657596371882,verse,verse,verse
88,53.8702947845805,verse,verse,verse
89,54.474013605442174,verse,verse,verse
90,55.077732426303854,verse,verse,verse
91,55.72789115646258,verse,verse,verse
92,56.37804988662131,verse,verse,verse
93,57.02820861678005,verse,verse,verse
94,57.63192743764172,verse,verse,verse
95,58.18920634920635,verse,verse,verse
96,58.746485260770974,verse,verse,verse
97,59.350204081632654,verse,verse,verse
98,59.953922902494334,verse,verse,verse
99,60.65052154195011,verse,verse,verse
100,61.207800453514736,verse,verse,verse
101,61.765079365079366,verse,verse,verse
102,62.32235827664399,verse,verse,verse
103,62.92607709750567,verse,verse,verse
104,63.52979591836735,verse,verse,verse
105,64.13351473922903,verse,verse,verse
106,64.69079365079365,verse,verse,verse
107,65.29451247165532,verse,verse,verse
108,65.89823129251701,verse,verse,verse
109,66.50195011337868,verse,verse,verse
110,67.15210884353742,verse,verse,verse
111,67.84870748299319,verse,verse,verse
112,68.45242630385488,verse,verse,verse
113,69.1025850340136,verse,verse,verse
114,69.75274376417234,verse,verse,verse
115,70.40290249433106,verse,verse,verse
116,71.0530612244898,verse,verse,verse
117,71.70321995464853,verse,verse,verse
118,72.3998185941043,verse,verse,verse
119,73.04997732426304,verse,verse,verse
120,73.65369614512471,verse,verse,verse
121,74.30385487528345,verse,verse,verse
122,74.95401360544217,verse,verse,verse
123,75.60417233560091,verse,chorus,verse
124,76.25433106575964,verse,chorus,verse
125,76.90448979591837,verse,chorus,verse
126,77.50820861678004,verse,verse,verse
127,78.15836734693877,verse,verse,verse
128,78.80852607709751,verse,verse,verse
129,79.45868480725623,verse,verse,verse
130,80.15528344671202,verse,verse,verse
131,80.75900226757369,verse,verse,verse
132,81.36272108843538,verse,verse,verse
133,82.0128798185941,verse,verse,verse
134,82.61659863945579,verse,verse,verse
135,83.22031746031746,verse,verse,verse
136,83.8704761904762,verse,verse,verse
137,84.52063492063492,verse,verse,verse
138,85.1243537414966,verse,verse,verse
139,85.77451247165533,verse,verse,verse
140,86.378231292517,verse,verse,verse
141,86.98195011337869,verse,verse,verse
142,87.63210884353741,verse,verse,verse
143,88.18938775510205,verse,verse,verse
144,88.74666666666667,verse,verse,verse
145,89.35038548752834,verse,verse,verse
146,89.95410430839003,verse,verse,verse
147,90.5578231292517,verse,verse,verse
148,91.16154195011337,verse,verse,verse
149,91.76526077097506,verse,verse,verse
150,92.41541950113378,verse,verse,verse
151,93.01913832199547,verse,verse,verse
152,93.66929705215419,verse,verse,verse
153,94.31945578231293,verse,solo,verse
154,95.0160544217687,verse,verse,verse
155,95.61977324263039,verse,verse,verse
156,96.22349206349206,verse,verse,verse
157,96.82721088435375,verse,verse,verse
158,97.43092970521542,verse,verse,verse
159,98.08108843537416,verse,verse,verse
160,98.68480725623583,verse,verse,verse
161,99.2885260770975,verse,verse,verse
162,99.89224489795919,verse,verse,verse
163,100.54240362811791,verse,verse,verse
164,101.2390022675737,verse,verse,verse
165,101.88916099773243,verse,verse,verse
166,102.4928798185941,verse,verse,verse
167,103.05015873015873,verse,verse,verse
168,103.5609977324263,verse,verse,verse
169,104.11827664399092,verse,verse,verse
170,104.76843537414966,verse,verse,verse
171,105.37215419501133,verse,verse,verse
172,106.02231292517007,verse,verse,verse
173,106.62603174603174,verse,verse,verse
174,107.27619047619048,verse,verse,verse
175,107.87990929705215,verse,verse,verse
176,108.53006802721089,verse,verse,verse
177,109.13378684807256,verse,verse,verse
178,109.7839455782313,verse,verse,verse
179,110.38766439909297,verse,verse,verse
180,111.0378231292517,verse,verse,verse
181,111.68798185941043,verse,verse,verse
182,112.29170068027211,verse,verse,verse
183,112.94185941043084,verse,verse,verse
184,113.54557823129252,verse,verse,verse
185,114.19573696145125,verse,verse,verse
186,114.84589569160998,verse,verse,verse
187,115.44961451247165,verse,verse,verse
188,116.05333333333333,verse,verse,verse
189,116.74993197278911,verse,verse,verse
190,117.3536507936508,chorus,verse,verse
191,117.91092970521542,chorus,verse,verse
192,118.46820861678005,chorus,verse,verse
193,119.07192743764172,chorus,chorus,verse
194,119.6756462585034,chorus,verse,verse
195,120.27936507936508,chorus,chorus,chorus
196,120.88308390022675,chorus,chorus,chorus
197,121.48680272108844,chorus,chorus,chorus
