Beat,Beat Time,True Label,Predicted Label,Filtered Label
0,0.23219954648526078,no_function,no_function,no_function
1,0.6501587301587302,no_function,no_function,no_function
2,1.0681179138321995,no_function,no_function,no_function
3,1.486077097505669,no_function,no_function,no_function
4,1.9040362811791383,no_function,no_function,no_function
5,2.3219954648526078,no_function,no_function,no_function
6,2.7399546485260773,no_function,no_function,no_function
7,3.2043537414965986,no_function,no_function,no_function
8,3.622312925170068,no_function,no_function,no_function
9,4.040272108843538,no_function,no_function,no_function
10,4.458231292517007,no_function,no_function,no_function
11,4.876190476190477,no_function,verse,verse
12,5.294149659863946,no_function,verse,verse
13,5.712108843537415,no_function,verse,verse
14,6.130068027210885,no_function,verse,verse
15,6.548027210884354,no_function,verse,verse
16,6.965986394557823,no_function,solo,solo
17,7.383945578231293,no_function,no_function,solo
18,7.801904761904762,no_function,no_function,solo
19,8.219863945578231,no_function,solo,solo
20,8.6378231292517,no_function,solo,solo
21,9.05578231292517,no_function,solo,solo
22,9.47374149659864,no_function,solo,solo
23,9.891700680272109,no_function,no_function,solo
24,10.309659863945578,no_function,verse,solo
25,10.7740589569161,no_function,verse,solo
26,11.19201814058957,no_function,solo,solo
27,11.609977324263038,no_function,solo,solo
28,12.027936507936507,no_function,solo,solo
29,12.445895691609977,no_function,no_function,solo
30,12.863854875283447,no_function,no_function,solo
31,13.281814058956916,no_function,no_function,solo
32,13.653333333333334,no_function,no_function,solo
33,14.071292517006803,no_function,solo,solo
34,14.489251700680272,no_function,solo,solo
35,14.907210884353741,no_function,solo,solo
36,15.32517006802721,no_function,no_function,solo
37,15.696689342403628,no_function,no_function,solo
38,16.114648526077097,no_function,solo,solo
39,16.486167800453515,no_function,solo,solo
40,16.904126984126986,no_function,verse,solo
41,17.322086167800453,no_function,solo,solo
42,17.740045351473924,no_function,solo,solo
43,18.15800453514739,no_function,solo,solo
44,18.575963718820862,no_function,solo,solo
45,18.99392290249433,no_function,solo,solo
46,19.4118820861678,no_function,solo,solo
47,19.82984126984127,no_function,solo,solo
48,20.24780045351474,no_function,solo,solo
49,20.66575963718821,no_function,solo,solo
50,21.037278911564627,no_function,solo,solo
51,21.408798185941045,no_function,solo,solo
52,21.826757369614512,no_function,solo,solo
53,22.244716553287983,no_function,solo,solo
54,22.66267573696145,no_function,solo,solo
55,23.08063492063492,no_function,solo,solo
