Beat,Beat Time,True Label,Predicted Label,Filtered Label
0,0.09287981859410431,silence,no_function,no_function
1,0.6501587301587302,no_function,no_function,no_function
2,1.207437641723356,no_function,no_function,no_function
3,1.7182766439909296,no_function,no_function,no_function
4,2.2291156462585033,no_function,no_function,no_function
5,2.7399546485260773,no_function,no_function,no_function
6,3.297233560090703,no_function,no_function,no_function
7,3.8080725623582765,no_function,no_function,no_function
8,4.31891156462585,no_function,no_function,no_function
9,4.829750566893424,no_function,no_function,no_function
10,5.340589569160998,no_function,solo,no_function
11,5.804988662131519,no_function,no_function,no_function
12,6.315827664399093,no_function,no_function,no_function
13,6.780226757369615,no_function,no_function,no_function
14,7.291065759637188,no_function,no_function,no_function
15,7.801904761904762,no_function,no_function,no_function
16,8.312743764172335,no_function,no_function,no_function
17,8.870022675736962,no_function,intro,no_function
18,9.334421768707482,no_function,intro,no_function
19,9.891700680272109,no_function,no_function,no_function
20,10.448979591836734,no_function,no_function,no_function
21,11.00625850340136,no_function,no_function,no_function
22,11.609977324263038,no_function,no_function,no_function
23,12.167256235827665,no_function,no_function,no_function
24,12.678095238095239,intro,intro,intro
25,13.281814058956916,intro,intro,intro
26,13.79265306122449,intro,intro,intro
27,14.303492063492063,intro,intro,intro
28,14.86077097505669,intro,intro,intro
29,15.418049886621315,intro,intro,intro
30,15.975328798185942,intro,intro,intro
31,16.579047619047618,intro,intro,intro
32,17.136326530612244,intro,intro,intro
33,17.69360544217687,intro,intro,intro
34,18.250884353741498,intro,intro,intro
35,18.715283446712018,intro,intro,intro
36,19.22612244897959,intro,verse,verse
37,19.736961451247165,intro,verse,verse
38,20.24780045351474,intro,verse,verse
39,20.758639455782312,intro,verse,verse
40,21.269478458049885,intro,verse,verse
41,21.78031746031746,intro,intro,verse
42,22.291156462585032,intro,intro,verse
43,22.84843537414966,intro,verse,verse
44,23.359274376417233,intro,verse,verse
45,23.91655328798186,intro,verse,verse
46,24.427392290249433,intro,intro,verse
47,24.938231292517006,intro,intro,verse
48,25.495510204081633,intro,intro,verse
49,26.006349206349206,intro,intro,verse
50,26.563628117913833,intro,verse,verse
51,27.074467120181406,intro,intro,verse
52,27.58530612244898,intro,intro,verse
53,28.142585034013607,intro,intro,verse
54,28.69986394557823,intro,intro,verse
55,29.210702947845807,intro,verse,verse
56,29.76798185941043,verse,chorus,verse
57,30.278820861678003,verse,verse,verse
58,30.789659863945577,verse,verse,verse
59,31.30049886621315,verse,verse,verse
60,31.811337868480727,verse,chorus,verse
61,32.3221768707483,verse,chorus,verse
62,32.833015873015874,verse,chorus,verse
63,33.34385487528345,verse,verse,verse
64,33.90113378684807,verse,verse,verse
65,34.411972789115644,verse,verse,verse
66,34.92281179138322,verse,verse,verse
67,35.43365079365079,verse,intro,verse
68,35.944489795918365,verse,verse,verse
69,36.501768707482995,verse,verse,verse
70,37.05904761904762,verse,verse,verse
71,37.56988662131519,verse,chorus,verse
72,38.080725623582765,verse,verse,verse
73,38.59156462585034,verse,verse,verse
74,39.10240362811791,verse,verse,verse
75,39.613242630385486,verse,verse,verse
76,40.12408163265306,verse,verse,verse
77,40.68136054421769,verse,verse,verse
78,41.19219954648526,verse,verse,verse
79,41.703038548752836,verse,verse,verse
80,42.21387755102041,verse,verse,verse
81,42.77115646258503,verse,verse,verse
82,43.281995464852606,verse,verse,verse
83,43.79283446712018,verse,verse,verse
84,44.30367346938775,verse,verse,verse
85,44.81451247165533,verse,verse,verse
86,45.37179138321996,verse,verse,verse
87,45.92907029478458,verse,verse,verse
88,46.4863492063492,verse,verse,verse
89,46.99718820861678,verse,verse,verse
90,47.50802721088435,verse,chorus,verse
91,48.01886621315193,verse,chorus,verse
92,48.529705215419504,verse,verse,verse
93,49.08698412698413,verse,chorus,verse
94,49.64426303854875,verse,verse,verse
95,50.155102040816324,verse,verse,verse
96,50.6659410430839,verse,verse,verse
97,51.17678004535147,verse,verse,verse
98,51.687619047619044,verse,verse,verse
99,52.19845804988662,verse,verse,verse
100,52.75573696145125,verse,verse,verse
101,53.26657596371882,verse,chorus,verse
102,53.777414965986395,verse,chorus,verse
103,54.33469387755102,verse,verse,verse
104,54.84553287981859,verse,verse,verse
105,55.356371882086165,verse,verse,verse
106,55.86721088435374,verse,verse,verse
107,56.37804988662131,verse,verse,verse
108,56.888888888888886,verse,verse,verse
109,57.446167800453516,verse,verse,verse
110,57.95700680272109,verse,verse,verse
111,58.46784580498866,verse,verse,verse
112,58.978684807256236,verse,verse,verse
113,59.48952380952381,verse,verse,verse
114,60.00036281179138,verse,verse,verse
115,60.55764172335601,verse,verse,verse
116,61.11492063492064,verse,verse,verse
117,61.62575963718821,verse,verse,verse
118,62.136598639455784,verse,chorus,verse
119,62.64743764172336,verse,verse,verse
120,63.15827664399093,verse,verse,verse
121,63.669115646258504,verse,verse,verse
122,64.22639455782313,verse,verse,verse
123,64.7372335600907,verse,verse,verse
124,65.24807256235827,verse,verse,verse
125,65.8053514739229,verse,verse,verse
126,66.31619047619047,verse,verse,verse
127,66.82702947845804,verse,verse,verse
128,67.38430839002268,verse,verse,verse
129,67.9415873015873,verse,verse,verse
130,68.45242630385488,verse,verse,verse
131,68.96326530612245,verse,chorus,verse
132,69.47410430839003,verse,verse,verse
133,69.9849433106576,verse,verse,verse
134,70.49578231292517,verse,verse,verse
135,71.00662131519275,verse,verse,verse
136,71.51746031746032,verse,verse,verse
137,72.07473922902494,verse,verse,verse
138,72.58557823129252,verse,verse,verse
139,73.09641723356009,verse,verse,verse
140,73.60725623582766,verse,verse,verse
141,74.11809523809524,verse,verse,verse
142,74.62893424036281,verse,verse,verse
143,75.13977324263038,verse,solo,verse
144,75.697052154195,verse,verse,verse
145,76.20789115646258,verse,verse,verse
146,76.71873015873015,verse,verse,verse
147,77.22956916099773,verse,verse,verse
148,77.7404081632653,verse,verse,verse
149,78.25124716553287,verse,verse,verse
150,78.76208616780045,verse,verse,verse
151,79.27292517006802,verse,verse,verse
152,79.83020408163266,verse,verse,verse
153,80.34104308390023,verse,verse,verse
154,80.8518820861678,verse,verse,verse
155,81.36272108843538,verse,verse,verse
156,81.92,verse,verse,verse
157,82.43083900226758,verse,verse,verse
158,82.94167800453515,verse,verse,verse
159,83.45251700680272,verse,verse,verse
160,84.00979591836735,verse,chorus,verse
161,84.52063492063492,verse,verse,verse
162,85.07791383219954,verse,verse,verse
163,85.58875283446712,verse,verse,verse
164,86.09959183673469,verse,verse,verse
165,86.56399092970521,verse,verse,verse
166,87.07482993197279,verse,verse,verse
167,87.58566893424036,verse,verse,verse
168,88.14294784580498,verse,verse,verse
169,88.65378684807256,verse,verse,verse
170,89.16462585034013,verse,verse,verse
171,89.72190476190477,verse,verse,verse
172,90.23274376417234,verse,verse,verse
173,90.74358276643991,verse,verse,verse
174,91.25442176870749,verse,verse,verse
175,91.81170068027211,verse,verse,verse
176,92.32253968253968,verse,chorus,chorus
177,92.83337868480726,verse,chorus,chorus
178,93.34421768707483,verse,chorus,chorus
179,93.8550566893424,verse,chorus,chorus
180,94.36589569160998,verse,chorus,chorus
181,94.87673469387755,verse,verse,chorus
182,95.38757369614513,verse,verse,chorus
183,95.8984126984127,verse,verse,chorus
184,96.40925170068027,verse,verse,chorus
185,96.92009070294785,verse,chorus,chorus
186,97.43092970521542,verse,chorus,chorus
187,97.94176870748299,verse,verse,chorus
188,98.45260770975057,chorus,verse,chorus
189,98.96344671201814,chorus,chorus,chorus
190,99.47428571428571,chorus,chorus,chorus
191,100.03156462585034,chorus,chorus,chorus
192,100.58884353741496,chorus,chorus,chorus
193,101.09968253968253,chorus,chorus,chorus
194,101.6105215419501,chorus,chorus,chorus
195,102.1213605442177,chorus,chorus,chorus
196,102.63219954648527,chorus,chorus,chorus
197,103.18947845804989,chorus,chorus,chorus
198,103.70031746031746,chorus,chorus,chorus
199,104.21115646258504,chorus,verse,chorus
200,104.72199546485261,chorus,verse,chorus
201,105.23283446712018,chorus,verse,chorus
202,105.74367346938776,chorus,chorus,chorus
203,106.25451247165533,chorus,verse,chorus
204,106.7653514739229,chorus,chorus,chorus
205,107.27619047619048,chorus,chorus,chorus
206,107.78702947845805,chorus,chorus,chorus
207,108.34430839002268,chorus,chorus,chorus
208,108.85514739229025,chorus,chorus,chorus
209,109.36598639455782,chorus,chorus,chorus
210,109.8768253968254,chorus,chorus,chorus
211,110.38766439909297,chorus,verse,chorus
212,110.94494331065759,chorus,verse,chorus
213,111.45578231292517,chorus,verse,chorus
214,111.96662131519274,chorus,chorus,chorus
215,112.47746031746031,chorus,chorus,chorus
216,112.98829931972789,chorus,verse,chorus
217,113.49913832199546,chorus,chorus,chorus
218,114.00997732426303,chorus,chorus,chorus
219,114.5208163265306,chorus,chorus,chorus
220,115.03165532879818,chorus,chorus,chorus
221,115.54249433106575,chorus,chorus,chorus
222,116.05333333333333,chorus,chorus,chorus
223,116.5641723356009,chorus,verse,chorus
224,117.12145124716554,chorus,chorus,chorus
225,117.63229024943311,chorus,chorus,chorus
226,118.18956916099773,chorus,chorus,chorus
227,118.70040816326531,chorus,chorus,chorus
228,119.21124716553288,chorus,verse,verse
229,119.72208616780046,chorus,verse,verse
230,120.23292517006803,chorus,verse,verse
231,120.7437641723356,chorus,verse,verse
232,121.30104308390023,chorus,verse,verse
233,121.8118820861678,chorus,verse,verse
234,122.32272108843537,chorus,verse,verse
235,122.88,chorus,verse,verse
236,123.39083900226757,chorus,chorus,verse
237,123.90167800453514,chorus,chorus,verse
238,124.41251700680272,chorus,verse,verse
239,124.92335600907029,chorus,chorus,chorus
240,125.48063492063493,chorus,chorus,chorus
241,126.03791383219955,chorus,chorus,chorus
242,126.54875283446712,chorus,chorus,chorus
243,127.0595918367347,chorus,chorus,chorus
244,127.57043083900227,chorus,chorus,chorus
245,128.1277097505669,chorus,chorus,chorus
246,128.63854875283448,chorus,chorus,chorus
247,129.14938775510205,chorus,chorus,chorus
248,129.70666666666668,chorus,chorus,chorus
249,130.21750566893425,chorus,chorus,chorus
250,130.72834467120182,chorus,chorus,chorus
251,131.2391836734694,chorus,chorus,chorus
252,131.75002267573697,chorus,chorus,chorus
253,132.26086167800455,chorus,chorus,chorus
254,132.77170068027212,chorus,chorus,chorus
255,133.2825396825397,chorus,chorus,chorus
256,133.83981859410432,chorus,verse,chorus
257,134.3506575963719,chorus,verse,chorus
258,134.86149659863946,chorus,chorus,chorus
259,135.37233560090704,chorus,chorus,chorus
260,135.92961451247166,chorus,chorus,chorus
261,136.44045351473923,chorus,chorus,chorus
262,136.99773242630386,chorus,chorus,chorus
263,137.50857142857143,chorus,chorus,chorus
264,138.019410430839,chorus,chorus,chorus
265,138.53024943310658,chorus,chorus,chorus
266,139.04108843537415,chorus,chorus,chorus
267,139.55192743764172,chorus,chorus,chorus
268,140.10920634920635,chorus,chorus,chorus
269,140.62004535147392,chorus,chorus,chorus
270,141.17732426303854,chorus,chorus,chorus
271,141.68816326530612,chorus,chorus,chorus
272,142.1990022675737,chorus,chorus,chorus
273,142.7562811791383,chorus,chorus,chorus
274,143.2671201814059,chorus,chorus,chorus
275,143.77795918367346,chorus,chorus,chorus
