Beat,Beat Time,True Label,Predicted Label,Filtered Label
0,0.13931972789115646,silence,silence,silence
1,0.6965986394557823,silence,silence,silence
2,1.253877551020408,silence,silence,silence
3,1.811156462585034,silence,silence,silence
4,2.36843537414966,silence,silence,silence
5,2.9257142857142857,silence,silence,silence
6,3.4829931972789114,silence,silence,silence
7,4.08671201814059,silence,silence,silence
8,4.690430839002268,silence,silence,silence
9,5.294149659863946,silence,silence,silence
10,5.851428571428571,silence,silence,silence
11,6.362267573696145,silence,silence,silence
12,6.965986394557823,silence,silence,silence
13,7.523265306122449,silence,silence,silence
14,8.126984126984127,silence,silence,silence
15,8.684263038548753,silence,silence,silence
16,9.241541950113378,silence,silence,silence
17,9.798820861678005,silence,silence,silence
18,10.402539682539683,silence,silence,silence
19,11.00625850340136,silence,silence,silence
20,11.563537414965987,silence,silence,silence
21,12.120816326530612,silence,silence,silence
22,12.678095238095239,silence,silence,silence
23,13.235374149659863,silence,silence,silence
24,13.79265306122449,silence,silence,silence
25,14.349931972789115,silence,silence,silence
26,14.86077097505669,silence,silence,silence
27,15.371609977324264,silence,silence,silence
28,15.928888888888888,silence,silence,silence
29,16.486167800453515,silence,silence,silence
30,17.08988662131519,silence,silence,silence
31,17.647165532879818,silence,silence,silence
32,18.204444444444444,silence,silence,silence
33,18.76172335600907,silence,silence,silence
34,19.319002267573698,silence,silence,silence
35,19.87628117913832,silence,silence,silence
36,20.433560090702947,silence,silence,silence
37,21.037278911564627,silence,silence,silence
38,21.640997732426303,silence,silence,silence
39,22.244716553287983,silence,silence,silence
40,22.801995464852606,silence,silence,silence
41,23.359274376417233,silence,silence,silence
42,23.91655328798186,silence,silence,silence
43,24.56671201814059,silence,silence,silence
44,25.170430839002268,silence,silence,silence
45,25.727709750566895,silence,silence,silence
46,26.284988662131518,silence,silence,silence
47,26.842267573696144,silence,silence,silence
48,27.39954648526077,silence,silence,silence
49,27.956825396825398,silence,silence,silence
50,28.514104308390024,silence,silence,silence
51,29.071383219954647,silence,silence,silence
52,29.628662131519274,silence,silence,silence
53,30.1859410430839,silence,silence,silence
54,30.743219954648527,silence,silence,silence
55,31.30049886621315,silence,silence,silence
56,31.857777777777777,silence,silence,silence
57,32.41505668934241,silence,silence,silence
58,32.97233560090703,silence,silence,silence
59,33.52961451247165,silence,silence,silence
60,34.08689342403628,silence,silence,silence
61,34.644172335600906,silence,silence,silence
62,35.20145124716553,silence,silence,silence
